id,student_id,course_id,academic_year,semester,internal_marks,mid_term_marks,lab_marks,final_exam_marks,total_marks,grade,is_backlog
8daf4048-0d3b-3480-ae78-485651e7ff22,b59261e4-5561-4347-b2fe-b2d57d216e4e,5ceb5573-0231-5d70-848b-193fcfdb644c,2026-27,2,18.31,16.16,16.99,35.55,87.01,A,f
93ded69b-1193-26bc-ccc3-58735addc3d2,4b13df1a-81b9-4031-8a44-e4a93d035ee6,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,17.89,16.87,17.94,36.3,89.0,A,f
f5df1948-84e5-4fce-80e7-e998f5a0b6c4,4b13df1a-81b9-4031-8a44-e4a93d035ee6,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,18.39,18.97,20.0,39.3,96.66,A+,f
81f7f93e-14ed-a361-f246-688cb50cf2d5,4b13df1a-81b9-4031-8a44-e4a93d035ee6,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,20.0,20.0,19.74,40.0,99.74,A+,f
55a267a9-d04b-ae17-6623-a16ec09d5f6c,4b13df1a-81b9-4031-8a44-e4a93d035ee6,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,2026-27,2,19.59,16.97,18.64,37.7,92.9,A+,f
6bc7b150-bf1f-7406-9264-4ce6973c0ca6,4b13df1a-81b9-4031-8a44-e4a93d035ee6,5ceb5573-0231-5d70-848b-193fcfdb644c,2026-27,2,17.79,17.07,19.74,34.6,89.2,A,f
942d1c8f-64da-9d25-7b03-73eaba7f2c02,c7dc9f61-161f-406d-b9de-82b00c1645ad,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,15.85,15.29,18.61,32.76,82.51,A,f
2b4677b6-020d-3123-c893-4dd2a2990451,c7dc9f61-161f-406d-b9de-82b00c1645ad,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,16.25,15.39,16.21,37.06,84.91,A,f
5d1d5102-0273-00aa-5d70-822381f8347f,c7dc9f61-161f-406d-b9de-82b00c1645ad,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,18.25,16.29,16.71,32.36,83.61,A,f
bf018221-6298-ca76-9886-37c4c40ee184,c7dc9f61-161f-406d-b9de-82b00c1645ad,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,16.65,17.49,18.91,36.96,90.01,A+,f
f9340f56-e895-52cb-bdc6-abfc7575eddd,c7dc9f61-161f-406d-b9de-82b00c1645ad,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,17.25,15.69,17.91,32.86,83.71,A,f
5d402942-03d1-ddb8-6f35-ba05868bd0d9,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,17.34,18.49,18.52,34.27,88.62,A,f
315aea5c-cd5f-0bf9-5b89-6aea53aa700e,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,21e87180-7538-5689-922d-8889674702ed,2026-27,4,18.94,18.09,18.42,35.17,90.62,A+,f
7b3da252-482b-ebff-c0a5-72b2ff6de04c,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,16.54,16.49,18.82,31.57,83.42,A,f
fb18a5e0-5a6d-adf3-a377-4a51c77a67d8,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,18.94,18.09,16.72,37.37,91.12,A+,f
dabed7cf-5f26-b14e-b858-21a3949f1094,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,17.44,18.59,17.12,31.97,85.12,A,f
25c5f438-d0a6-1850-0468-d6201ffaefed,205ab441-ba97-4d3e-94c9-31da22e5306f,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,18.39,17.44,18.37,35.38,89.58,A,f
0b32486e-80ea-70f5-e058-e0cb13cf63bc,205ab441-ba97-4d3e-94c9-31da22e5306f,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,16.99,18.34,16.87,34.98,87.18,A,f
407dc7a6-b953-fd70-918b-951fe170c62e,205ab441-ba97-4d3e-94c9-31da22e5306f,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,18.49,15.54,17.37,34.28,85.68,A,f
2e82b8ea-4dbf-335f-2107-ee8b605281dc,205ab441-ba97-4d3e-94c9-31da22e5306f,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,17.39,15.94,18.07,31.58,82.98,A,f
7c55c31d-c15d-7da6-b095-a1af698eaf05,205ab441-ba97-4d3e-94c9-31da22e5306f,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,18.39,19.14,18.67,37.08,93.28,A+,f
2a4eac40-fe36-5ccd-dc73-b015f7464a3b,73313afa-c5b3-4404-a6fd-cefad75d1eb6,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,16.52,14.86,17.16,30.4,78.94,B+,f
3df4a2c9-47f5-a197-e9ce-b586eb3f0997,73313afa-c5b3-4404-a6fd-cefad75d1eb6,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,17.62,17.06,18.06,33.8,86.54,A,f
5ea6b0ca-c48c-150b-1f81-6f7a39a29361,73313afa-c5b3-4404-a6fd-cefad75d1eb6,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,17.92,18.46,17.86,31.1,85.34,A,f
ac9b6879-79ec-71d6-21ed-879d30241f99,73313afa-c5b3-4404-a6fd-cefad75d1eb6,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,15.92,18.06,16.06,31.4,81.44,A,f
560c41da-6231-857b-1fac-3fd5721cdeb1,73313afa-c5b3-4404-a6fd-cefad75d1eb6,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,16.82,17.66,18.76,33.3,86.54,A,f
5cc83984-09f8-3c76-f93f-f271a217d0e4,6090a4c3-d95b-464f-bfeb-ba44374e5431,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,16.06,17.2,18.51,32.99,84.76,A,f
1166c83b-a493-6829-f472-89ed78cc9993,6090a4c3-d95b-464f-bfeb-ba44374e5431,21e87180-7538-5689-922d-8889674702ed,2026-27,4,17.56,16.9,17.41,30.59,82.46,A,f
8901e1fd-34ad-a510-84e0-1b030983822c,6090a4c3-d95b-464f-bfeb-ba44374e5431,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,16.56,15.1,18.11,32.89,82.66,A,f
8ab6013a-f80f-50df-1d57-1f785b65a324,6090a4c3-d95b-464f-bfeb-ba44374e5431,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,18.06,17.9,17.71,31.99,85.66,A,f
a4ed4984-c2a3-64a8-31f9-21bb4f593c3f,6090a4c3-d95b-464f-bfeb-ba44374e5431,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,16.36,16.9,17.61,30.99,81.86,A,f
00dc7c8e-aa08-7b57-4fe3-aa1bd1c6461d,bf0e18dc-22a1-49a0-810f-640c425d4b32,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,17.12,15.04,16.63,32.29,81.08,A,f
36c6904c-4a5e-6db5-2689-8d6b55e4d36f,bf0e18dc-22a1-49a0-810f-640c425d4b32,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,17.12,15.14,18.03,35.09,85.38,A,f
5f8824e2-5f27-8a2e-fb12-adbda635f998,bf0e18dc-22a1-49a0-810f-640c425d4b32,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,16.22,16.24,17.63,33.99,84.08,A,f
b7593d92-fac9-9674-f1af-2117a784918f,bf0e18dc-22a1-49a0-810f-640c425d4b32,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,18.02,15.54,16.23,32.49,82.28,A,f
cdf6860f-3e63-0697-b153-2f3ada954edc,bf0e18dc-22a1-49a0-810f-640c425d4b32,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,15.32,15.44,18.03,34.39,83.18,A,f
a092bfce-16b8-11ad-0bfd-6069910c0ee4,dbbd36ea-a403-4737-8c04-fc22f1633c9a,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,17.1,18.67,19.94,38.87,94.58,A+,f
80ca205e-d8c6-1748-1da1-e5686447814b,dbbd36ea-a403-4737-8c04-fc22f1633c9a,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,18.2,19.57,20.0,37.27,95.04,A+,f
ad38c9f3-a87b-24db-c511-93e280a2f3e0,dbbd36ea-a403-4737-8c04-fc22f1633c9a,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,19.7,16.87,20.0,33.97,90.54,A+,f
76dc94cb-b6f5-41ee-996e-7d1ac31a464c,dbbd36ea-a403-4737-8c04-fc22f1633c9a,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,17.6,16.37,19.34,39.67,92.98,A+,f
7133515d-ea0b-16b1-c90a-6bbc566ec627,dbbd36ea-a403-4737-8c04-fc22f1633c9a,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,17.3,19.77,20.0,35.17,92.24,A+,f
5250c5ef-15ea-dc64-0814-79e52a4d37a3,5da8fb5e-cd61-4859-8000-017fe7bdd278,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,17.88,19.56,18.54,40.0,95.98,A+,f
a829023f-7f27-6ecf-623b-e13a1fb66ee8,5da8fb5e-cd61-4859-8000-017fe7bdd278,21e87180-7538-5689-922d-8889674702ed,2026-27,4,19.08,19.46,18.94,38.3,95.78,A+,f
bd0e44f8-3a6c-1d2c-cb15-4e906561cee2,5da8fb5e-cd61-4859-8000-017fe7bdd278,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,20.0,18.76,20.0,39.2,97.96,A+,f
dde14550-275e-78ce-7681-3f4957e6a0d8,5da8fb5e-cd61-4859-8000-017fe7bdd278,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,20.0,18.36,19.54,40.0,97.9,A+,f
c7219d4c-3326-280f-7ad0-b18992e648e1,5da8fb5e-cd61-4859-8000-017fe7bdd278,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,17.38,18.66,18.64,35.0,89.68,A,f
af52c81d-f589-9fcf-e56d-294320c8f293,1fc6613b-54fd-4adc-a5df-889c7946c6f1,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,18.22,15.58,17.52,36.84,88.16,A,f
81387b10-bc0c-5474-e0db-ab5f447e1fe2,1fc6613b-54fd-4adc-a5df-889c7946c6f1,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,17.92,18.68,18.92,36.74,92.26,A+,f
29bf80ee-61e4-a938-b0f4-cc29264a665a,1fc6613b-54fd-4adc-a5df-889c7946c6f1,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,17.62,19.58,18.82,34.44,90.46,A+,f
9f917bc4-ce75-14a2-7440-d679ceaac9f4,1fc6613b-54fd-4adc-a5df-889c7946c6f1,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,16.52,15.68,18.52,32.94,83.66,A,f
6373fdd9-392b-4df5-91ee-0e1b4dcb8975,1fc6613b-54fd-4adc-a5df-889c7946c6f1,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,18.12,16.08,17.02,36.44,87.66,A,f
fe1c3223-42ae-deb2-3c54-2196fba64f0d,c5bc9879-c820-4812-84d9-b40ce5074d05,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,17.04,17.0,19.23,34.62,87.89,A,f
5eaadbea-8c69-3197-23de-54664e6e3850,c5bc9879-c820-4812-84d9-b40ce5074d05,21e87180-7538-5689-922d-8889674702ed,2026-27,4,18.34,16.2,18.23,36.32,89.09,A,f
19bf4f96-5457-9d1e-5522-7c191d6926f4,c5bc9879-c820-4812-84d9-b40ce5074d05,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,18.04,16.2,17.83,31.92,83.99,A,f
8fb5f884-8695-a930-ff0f-76d35de0a8a8,c5bc9879-c820-4812-84d9-b40ce5074d05,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,19.14,15.4,19.03,33.22,86.79,A,f
3a616998-f8a7-a6b5-c72b-a0f923209272,c5bc9879-c820-4812-84d9-b40ce5074d05,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,18.44,19.0,17.13,37.32,91.89,A+,f
1f4760b6-6cc6-c5ac-f096-1e0f44489ef6,03311a3d-c10e-4431-ab52-3e503cb2ecd6,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,17.07,18.02,17.04,33.43,85.56,A,f
9010e0b0-6771-f441-07c9-9b84fe9655d4,03311a3d-c10e-4431-ab52-3e503cb2ecd6,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,17.07,17.22,17.14,32.23,83.66,A,f
455031dc-32d7-2db2-8025-feedb0dfb306,03311a3d-c10e-4431-ab52-3e503cb2ecd6,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,18.37,18.02,17.74,32.43,86.56,A,f
eada5318-2509-b7cd-9f59-e509b5f4bd76,03311a3d-c10e-4431-ab52-3e503cb2ecd6,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,17.37,18.72,16.44,35.63,88.16,A,f
67fb6e2f-d976-a74c-e6c5-2b6c10ef8d88,03311a3d-c10e-4431-ab52-3e503cb2ecd6,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,17.07,17.62,17.64,31.93,84.26,A,f
bae6baed-2128-97f5-15ff-76f7385dd5df,be3597b2-e328-41e3-8625-f0f063f73070,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,20.0,18.54,19.92,37.16,95.62,A+,f
20260ab0-03c5-87d7-861d-8e1038394d14,be3597b2-e328-41e3-8625-f0f063f73070,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,17.76,17.54,18.42,34.96,88.68,A,f
4de6c3c8-582f-c600-2775-c1fe70ff1427,be3597b2-e328-41e3-8625-f0f063f73070,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,18.16,18.94,20.0,39.26,96.36,A+,f
fa1edab0-bd0c-2470-2956-24bb58340dc9,be3597b2-e328-41e3-8625-f0f063f73070,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,17.96,18.04,19.02,39.96,94.98,A+,f
f3c7c28c-aebb-f30e-9b1f-56572be05117,be3597b2-e328-41e3-8625-f0f063f73070,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,17.36,18.74,20.0,35.36,91.46,A+,f
96827e62-2988-f35d-b734-bda74551bde5,8f752177-8b62-4d2d-8600-9b05fbe2169b,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,18.68,16.74,17.47,37.71,90.6,A+,f
8f584ab5-263e-f18c-6ca0-e0e6388cf06c,8f752177-8b62-4d2d-8600-9b05fbe2169b,21e87180-7538-5689-922d-8889674702ed,2026-27,4,16.48,15.44,17.77,33.31,83.0,A,f
46f14352-7b15-e941-378a-ca5b23dcf420,8f752177-8b62-4d2d-8600-9b05fbe2169b,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,17.28,16.24,17.27,34.71,85.5,A,f
ed366b47-beb4-590c-c1de-e9a7d4780e2b,8f752177-8b62-4d2d-8600-9b05fbe2169b,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,19.18,17.14,18.77,35.51,90.6,A+,f
a9f4ce80-fe3e-3f1f-5156-23a6a2e399a0,8f752177-8b62-4d2d-8600-9b05fbe2169b,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,17.78,16.44,16.57,35.61,86.4,A,f
c413c30b-92a5-2212-5600-5fbdac1b4a5c,a9219240-e534-4273-b0b8-7b591cdfd764,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,17.16,15.89,17.88,31.83,82.76,A,f
7bc09595-daea-80b6-c1ed-3a33903e3999,a9219240-e534-4273-b0b8-7b591cdfd764,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,16.46,18.09,15.88,34.33,84.76,A,f
41471a11-4d3c-4f29-245c-37dd064b5d9a,a9219240-e534-4273-b0b8-7b591cdfd764,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,17.96,14.49,16.28,34.13,82.86,A,f
f0b69753-a32e-2600-ad34-cb0791ae5d9c,a9219240-e534-4273-b0b8-7b591cdfd764,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,15.56,15.39,16.48,31.13,78.56,B+,f
a087c091-99f5-d5cb-b8e3-91ee9ade9d73,a9219240-e534-4273-b0b8-7b591cdfd764,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,16.06,17.19,18.28,32.33,83.86,A,f
ede0cb2e-5b32-f25f-9706-a97776cf06a1,5ec4f153-e109-4264-964c-73d252319f0e,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,17.88,19.54,18.07,37.45,92.94,A+,f
c95f572e-9192-1d7d-f11b-1374a515a76e,5ec4f153-e109-4264-964c-73d252319f0e,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,16.58,17.74,17.67,33.25,85.24,A,f
ea5885fe-db62-9485-b937-6b0d79389ad1,5ec4f153-e109-4264-964c-73d252319f0e,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,18.18,18.64,17.67,34.55,89.04,A,f
c803e98f-bcb9-f0d9-cbbc-6a159d467f90,5ec4f153-e109-4264-964c-73d252319f0e,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,17.68,16.64,19.67,35.65,89.64,A,f
dd3a341f-e16f-0931-b471-650a14d47221,5ec4f153-e109-4264-964c-73d252319f0e,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,16.48,18.74,18.97,34.85,89.04,A,f
2242afb8-7836-7bd5-6b56-9fc30a4f415c,bd0bfff1-aa08-469f-ace3-025aed67e75a,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,16.94,17.14,16.09,29.89,80.06,A,f
bcdeef1e-aa03-bc06-b780-1cf3a690b482,bd0bfff1-aa08-469f-ace3-025aed67e75a,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,14.64,15.94,16.69,32.59,79.86,B+,f
845eb4af-06c3-2f31-028e-d5ea9e49fbce,bd0bfff1-aa08-469f-ace3-025aed67e75a,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,15.04,15.14,14.89,28.99,74.06,B+,f
2b2cbeab-ed29-561f-499d-627639108976,bd0bfff1-aa08-469f-ace3-025aed67e75a,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,17.04,15.04,16.49,30.89,79.46,B+,f
4e5af79a-f23a-3112-bce5-ecaf9b427d0a,bd0bfff1-aa08-469f-ace3-025aed67e75a,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,17.04,14.74,15.09,29.99,76.86,B+,f
f8bdb10d-e56e-f31b-3370-8f28be0865b8,1ca793cc-1198-435a-9f94-a3e8496154bb,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,17.38,17.16,20.0,36.43,90.97,A+,f
8f82efd8-2ef3-1567-f83b-0e96edb21290,1ca793cc-1198-435a-9f94-a3e8496154bb,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,18.18,17.06,20.0,37.83,93.07,A+,f
3a0e6f9d-4fcd-0b03-cbef-78ac6d88c6f3,1ca793cc-1198-435a-9f94-a3e8496154bb,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,18.08,19.76,18.22,34.83,90.89,A+,f
5cf0e428-4767-b013-a100-b7f8988d5650,1ca793cc-1198-435a-9f94-a3e8496154bb,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,19.88,17.26,18.32,35.63,91.09,A+,f
b91e4d66-5bcc-9495-9a43-4f4c6b0b4a69,1ca793cc-1198-435a-9f94-a3e8496154bb,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,17.68,18.86,18.72,37.13,92.39,A+,f
dfb91bb6-4a07-a2ae-5c76-8429285ee0ab,f66e0d59-bc27-4097-96db-9ccc9fd6b509,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,17.59,15.14,17.07,37.48,87.28,A,f
4261ae99-0b94-5afa-c12f-f311c03af729,f66e0d59-bc27-4097-96db-9ccc9fd6b509,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,18.79,15.44,17.87,34.48,86.58,A,f
ff80ca03-8a8d-a6fe-34b7-c4b0ef717c39,f66e0d59-bc27-4097-96db-9ccc9fd6b509,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,17.39,15.14,18.27,35.48,86.28,A,f
