id,student_id,course_id,risk_score,risk_level,primary_risk_factor,shap_explanation,flagged_at,reviewed_by_faculty_id,faculty_intervention_notes,is_intervened,reviewed_at
461d07e4-60f3-4b0c-8efa-6f4095bb9501,7006ec6d-87ac-480b-86ea-a9b8143bc4ed,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.8,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
59b9c723-6fb2-4832-b559-621d212a40b8,72678c82-38a3-423a-a567-7f09511ce1cb,005078bd-c539-5c44-a631-7e7dd9fb778c,0.73,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,be990cb0-426f-5d38-9745-d477c185f5eb,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
ad5999c2-d3b2-452b-af72-904bcb022df3,d0e331e2-b577-460d-b447-c38d2f8cf4bf,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,0.93,CRITICAL,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,15ca48fc-df67-512c-815e-c085107e9c59,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
16fc282b-9568-4a47-b66a-cc8bccae4ca0,3ad01eef-4870-4b95-82d2-f092a08cae45,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,0.81,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,,False,
769302f9-1c2c-44da-aa8e-fefb4457c8a9,51d648a0-b49b-4f64-aa29-413ad1d43861,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.86,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
fc857561-7885-4993-96fe-f7d0811b53dc,ceb67719-fd3d-4a91-9763-0a1afac5f32b,5297007a-130e-5341-af7a-4e9027c2dadf,0.78,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d0409be6-f753-5863-8426-94a84553a16e,,False,
74621730-c490-4d3e-80cd-11f069fe114c,873b1707-ebea-41fe-9627-6f38c5b22743,005078bd-c539-5c44-a631-7e7dd9fb778c,0.92,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
05a4b8a7-c6e8-4120-86e2-02e5aa09cdc7,7cc457a4-a683-4f52-a032-e024018a2325,5297007a-130e-5341-af7a-4e9027c2dadf,0.79,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,3a618d80-06ca-5715-898b-c91424935f9c,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
c7db46cf-df84-481f-8cc6-7d6faabb4dad,2195f2a4-7b37-4373-b6dd-55cfa6182581,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.92,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
02cd0453-ce77-46e6-a7f7-4b376e133751,c66ec193-2cd1-4f45-ac3f-fa1caba2ffe8,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,0.73,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d800e811-1ab0-565d-8548-728e67072757,,False,
dbaef198-aed3-4813-8af4-13e2e9603ba6,5dddf8ec-f9e6-4e05-a2be-5df1892fbd38,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.77,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,c21ecdfa-6821-58f3-80ad-01ad42723c64,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
a8d26260-62c5-4424-a8c2-4f5840b2ab62,fa5e4ff9-07c0-4945-919e-ffcfc2b67440,539f9c66-84f9-5b19-943a-cb15d62bbc33,0.91,CRITICAL,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d0409be6-f753-5863-8426-94a84553a16e,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
443f4753-2539-4285-b414-c1827cdc8f7e,d0bebdf3-b2c8-41a1-9632-bee14f91d1b9,325f5f11-db40-5f00-816d-d66357e36c70,0.86,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,3a618d80-06ca-5715-898b-c91424935f9c,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
254f69cf-767e-40f7-88bd-20cab89c468a,7612300c-13b5-494d-b31e-45f0277d9f4b,730c5632-33dc-5e69-a798-6135043a47aa,0.75,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
c66eb00e-89fe-42b0-bed6-ecbca7ce0899,aec7a09d-cce7-4f59-b134-5a2de1609367,730c5632-33dc-5e69-a798-6135043a47aa,0.72,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,,False,
7592d396-9cb3-4d0b-bd76-58c4a17622fb,e4523ecf-bfdc-4ac6-bc2e-d7311f35c05f,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.9,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
e24604f6-cc69-4cec-bc65-a217790a0349,721c4609-6bc6-46c6-b64d-acae200964c9,5297007a-130e-5341-af7a-4e9027c2dadf,0.78,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d0409be6-f753-5863-8426-94a84553a16e,,False,
71ac9990-f7e7-4d4d-baff-44301ed9584b,e3e027a0-404c-438e-9b96-6915df9ac2d5,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,0.88,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,,False,
ea5a42ae-fc30-4855-9bd8-eddc9c5c4fbe,2d7d77a1-16a2-4d29-8024-8cf89fce4108,5297007a-130e-5341-af7a-4e9027c2dadf,0.79,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,15ca48fc-df67-512c-815e-c085107e9c59,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
b0693d7a-2ea0-44da-be7c-547202a5cd5f,820d3435-69f9-4542-bbc7-53817d9b075d,5ceb5573-0231-5d70-848b-193fcfdb644c,0.86,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,be990cb0-426f-5d38-9745-d477c185f5eb,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
6ad1815d-666a-49ce-92f6-4b5f65f726c8,5d86059e-9ca8-4411-b11e-8b27b76b339b,c697ab81-ffed-5fa6-9b51-be0954571d20,0.86,CRITICAL,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
ef866887-1787-4f4c-92f3-4f17061206c1,c6d291b4-cb0e-437c-8f0d-247676f2cf42,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.89,CRITICAL,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
6635e5d7-9d85-41ff-92a0-df44296a443c,6e59252b-8f4d-4b5a-8e11-c84524a75f63,325f5f11-db40-5f00-816d-d66357e36c70,0.86,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,be990cb0-426f-5d38-9745-d477c185f5eb,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
fa7ebb04-69b9-4c83-99cc-d80ec3bfede1,a11c7b94-3d35-4dcf-b26b-40a14c9c4994,f27d152a-f613-51a3-aea8-0506e5d24c3a,0.83,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,,False,
06d331c6-b194-49ac-8fa7-8617363be3e0,fe7d693a-701e-4722-b742-b18e299411ad,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.9,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
d9dd119e-adeb-4bfc-937b-8a3bd7d2fd6d,c09b927d-fe3c-4e8d-a157-100cef49d473,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,0.76,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,096bae8a-b448-52a4-b11b-94f573db47d7,,False,
9b81f694-048e-48b3-bef1-3787e809990e,a85f56b6-d3e0-40ad-8013-54d17dd157d8,21e87180-7538-5689-922d-8889674702ed,0.74,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,,False,
ba092a1c-8766-4f10-94b9-a2a1533c7793,2de02bf8-dad6-4d6d-b1b4-371757677280,817d9a6f-e405-58f8-991b-373c31bd4e25,0.78,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d800e811-1ab0-565d-8548-728e67072757,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
442f49f6-8c49-4007-8dea-f1f0d259b9d9,53e1e785-d6ed-4904-a0a3-d5d5fbef2753,c697ab81-ffed-5fa6-9b51-be0954571d20,0.82,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
ab9e4878-f58b-4eea-9ceb-fb86e0288231,95a87c74-750e-4a67-a9cd-e11e462e8260,730c5632-33dc-5e69-a798-6135043a47aa,0.89,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,3a618d80-06ca-5715-898b-c91424935f9c,,False,
188c4ce8-4928-4888-95e4-00f1a3ca6e07,121dad7f-adcb-4cfa-98b0-086aeca4ac60,29f10515-0a52-55f4-896b-fa882e11e38e,0.78,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,aea15467-f034-51f8-bc1b-18594762d5ce,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
26c3b61c-4e7d-48cb-9792-94a5ad44e027,9e1d912d-ca84-4fde-a46d-a190e20223b8,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,0.76,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,3a618d80-06ca-5715-898b-c91424935f9c,,False,
2d036e47-0ea8-4a9f-b016-eddc1f0dab5f,da4c690e-a178-42de-83ef-56798b0b6ebb,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.78,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,15ca48fc-df67-512c-815e-c085107e9c59,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
81ad8433-d1bd-4477-8a15-08401657f967,7621896b-a702-43ea-9b6d-0b3ada0972db,325f5f11-db40-5f00-816d-d66357e36c70,0.93,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,3a618d80-06ca-5715-898b-c91424935f9c,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
e98ef235-9bbe-4fd0-bfaf-b9c6b7460f93,e9abd609-e222-4a3d-8c98-cf43455ef66d,29f10515-0a52-55f4-896b-fa882e11e38e,0.88,CRITICAL,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,096bae8a-b448-52a4-b11b-94f573db47d7,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
861dcb73-cd53-4600-82a0-c191fad794a3,05aff4fc-0ef5-40ff-99ad-8b7c67374707,539f9c66-84f9-5b19-943a-cb15d62bbc33,0.9,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,c21ecdfa-6821-58f3-80ad-01ad42723c64,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
9e424c95-41e7-44f6-a7d2-14b1bb8778f2,5a991d9d-7d71-4b4f-a3d2-fef8d9bc66cc,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,0.82,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
2d27989b-2965-4abc-a640-1812ece86ed4,ff5cf24e-86e2-4b6d-8bd4-08c0725e1f1c,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.91,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
119cc840-6ebe-430a-abf5-650f429ea714,0e915a9c-5f50-4427-9524-e51633f06ad9,29f10515-0a52-55f4-896b-fa882e11e38e,0.77,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,,False,
16205aa5-762b-4aae-92f5-23118b678240,c2333b31-09ec-44b0-b676-c9154914e222,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,0.8,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,15ca48fc-df67-512c-815e-c085107e9c59,,False,
f09902a9-c7e5-491a-87f4-13ce9178e7a0,ca239e5a-e87b-4521-8602-e18c40dcbded,2bc3bd90-0760-5d47-9467-5a5992c412e5,0.94,CRITICAL,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,be990cb0-426f-5d38-9745-d477c185f5eb,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
4cae18ec-9702-45c3-919f-3647ea8c96fc,3f0c0058-6e4a-4577-8cd3-5838c6a78ae9,325f5f11-db40-5f00-816d-d66357e36c70,0.77,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,,False,
77620013-b210-4d24-bff7-42d75f34f7f2,af175c0c-15f0-44f8-81e5-ef8524d49392,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.85,HIGH,Low Class Attendance & Midterm Scores,"{""attendance_pct"": -0.45, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,d0409be6-f753-5863-8426-94a84553a16e,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
4324e077-6a25-4638-b095-98731902d725,7f323044-97ed-4628-84f2-587b2028e5c3,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.77,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,c21ecdfa-6821-58f3-80ad-01ad42723c64,,False,
d7a8921a-7ff6-43a2-8edb-5dd5cefd72c1,b196267c-e9ec-446b-bb9d-7daaa27cc54c,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,0.81,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.15, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,096bae8a-b448-52a4-b11b-94f573db47d7,"Faculty intervention scheduled: mentoring, attendance follow-up and course support recommended.",True,2026-09-03 10:00:00
ef3180ba-6922-4c98-b81f-1177d0e81d69,6b1dadad-96c2-49f5-84a4-8c090c6ca578,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,0.73,HIGH,Low Cumulative CGPA & Assignment Delays,"{""attendance_pct"": -0.2, ""midterm_marks"": -0.35, ""assignment_submission_delay"": -0.15}",2026-09-10 18:10:04.34034,e22bf2b6-38c3-5617-9c4a-0acd181581d6,,False,
