id,student_id,course_id,academic_year,semester,internal_marks,mid_term_marks,lab_marks,final_exam_marks,total_marks,grade,is_backlog
ed93ce3e-f151-d011-54ab-3717bc05a862,2c3d1809-b161-465f-9647-776b20a08b71,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,19.15,18.42,14.88,40.0,99.06,A+,False
e7ef804a-b84e-dc83-4094-0fd4727b8488,2c3d1809-b161-465f-9647-776b20a08b71,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,19.31,20.0,16.57,31.4,87.28,A,False
cd9f735f-837a-836a-1f90-89f0f5c888ca,2c3d1809-b161-465f-9647-776b20a08b71,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,16.07,11.9,12.03,28.02,68.03,B,False
146d3df6-2d45-45a5-8a9c-66c1a34711b6,2c3d1809-b161-465f-9647-776b20a08b71,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,2026-27,2,12.34,13.77,20.0,40.0,87.24,A,False
466a93bb-129c-2fc4-6d4b-4b97697ea2e8,2c3d1809-b161-465f-9647-776b20a08b71,5ceb5573-0231-5d70-848b-193fcfdb644c,2026-27,2,15.32,15.78,17.58,30.04,78.73,B+,False
419d7a12-7459-aa15-5e7a-5fa02edf4bce,60f7d907-739c-4a83-b7a5-e0c7c2f8c831,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,11.8,10.82,12.55,20.43,55.6,C,False
1e229f6a-6311-96ea-583e-384df381c84a,60f7d907-739c-4a83-b7a5-e0c7c2f8c831,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,14.18,12.92,11.8,18.37,57.28,C,False
d770b550-bcaa-e22d-139b-b659934081aa,60f7d907-739c-4a83-b7a5-e0c7c2f8c831,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,14.22,18.18,14.11,25.5,72.01,B+,False
6c0218a8-553b-1a2b-781b-547bc270ec37,60f7d907-739c-4a83-b7a5-e0c7c2f8c831,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,12.84,11.22,13.55,24.08,61.69,B,False
1e8c979c-4391-7541-673e-caf0bf1a59d7,60f7d907-739c-4a83-b7a5-e0c7c2f8c831,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,19.57,19.0,13.68,27.81,80.06,A,False
02787204-bce8-1344-9578-37726edfc2da,3b41dfe4-59c5-4f15-ade6-d306f55f22f9,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,10.09,7.81,10.12,28.09,56.11,C,False
3a6266e2-4d9b-0fe0-3078-a590df400a31,3b41dfe4-59c5-4f15-ade6-d306f55f22f9,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,11.55,15.87,12.84,21.43,61.69,B,False
d40f4ea1-987d-147a-6bcc-1340c8737a30,3b41dfe4-59c5-4f15-ade6-d306f55f22f9,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,19.27,20.0,20.0,40.0,99.99,A+,False
c72a116c-074b-96fc-846c-b0c8f81c1541,3b41dfe4-59c5-4f15-ade6-d306f55f22f9,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,12.59,17.28,15.22,28.42,73.52,B+,False
0f933fe9-6cab-3e95-3f5c-3e08763bdab1,3b41dfe4-59c5-4f15-ade6-d306f55f22f9,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,12.66,6.92,9.46,18.4,47.44,D,False
22be854f-ecb1-9825-12e7-c2c9514ad061,b59261e4-5561-4347-b2fe-b2d57d216e4e,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,13.3,9.28,7.91,22.92,53.41,C,False
9775eb2b-ae54-79e1-31b5-905e8ca6d325,b59261e4-5561-4347-b2fe-b2d57d216e4e,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,14.59,17.98,12.86,33.39,78.82,B+,False
a8887f43-812b-2315-83bb-aa7aeb93d84a,b59261e4-5561-4347-b2fe-b2d57d216e4e,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,15.24,16.53,11.15,21.15,64.07,B,False
d5930a76-210c-a1c6-3f95-afa880fa3ca8,b59261e4-5561-4347-b2fe-b2d57d216e4e,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,2026-27,2,20.0,14.2,20.0,33.82,88.03,A,False
8daf4048-0d3b-3480-ae78-485651e7ff22,b59261e4-5561-4347-b2fe-b2d57d216e4e,5ceb5573-0231-5d70-848b-193fcfdb644c,2026-27,2,14.94,10.41,12.16,29.8,67.31,B,False
93ded69b-1193-26bc-ccc3-58735addc3d2,4b13df1a-81b9-4031-8a44-e4a93d035ee6,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,18.79,19.1,20.0,36.93,94.82,A+,False
f5df1948-84e5-4fce-80e7-e998f5a0b6c4,4b13df1a-81b9-4031-8a44-e4a93d035ee6,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,15.24,17.98,20.0,33.15,86.37,A,False
81f7f93e-14ed-a361-f246-688cb50cf2d5,4b13df1a-81b9-4031-8a44-e4a93d035ee6,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,20.0,20.0,18.33,40.0,100.0,A+,False
55a267a9-d04b-ae17-6623-a16ec09d5f6c,4b13df1a-81b9-4031-8a44-e4a93d035ee6,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,2026-27,2,13.41,17.53,17.0,34.72,82.67,A,False
6bc7b150-bf1f-7406-9264-4ce6973c0ca6,4b13df1a-81b9-4031-8a44-e4a93d035ee6,5ceb5573-0231-5d70-848b-193fcfdb644c,2026-27,2,19.33,20.0,18.61,35.66,93.6,A+,False
942d1c8f-64da-9d25-7b03-73eaba7f2c02,c7dc9f61-161f-406d-b9de-82b00c1645ad,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,16.77,17.85,14.17,30.44,79.23,B+,False
2b4677b6-020d-3123-c893-4dd2a2990451,c7dc9f61-161f-406d-b9de-82b00c1645ad,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,13.59,11.53,18.07,31.34,74.53,B+,False
5d1d5102-0273-00aa-5d70-822381f8347f,c7dc9f61-161f-406d-b9de-82b00c1645ad,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,20.0,16.98,20.0,30.74,87.71,A,False
bf018221-6298-ca76-9886-37c4c40ee184,c7dc9f61-161f-406d-b9de-82b00c1645ad,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,13.19,15.3,16.27,26.15,70.9,B+,False
f9340f56-e895-52cb-bdc6-abfc7575eddd,c7dc9f61-161f-406d-b9de-82b00c1645ad,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,15.07,15.29,12.2,29.81,72.38,B+,False
5d402942-03d1-ddb8-6f35-ba05868bd0d9,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,14.48,13.67,20.0,31.86,80.02,A,False
315aea5c-cd5f-0bf9-5b89-6aea53aa700e,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,21e87180-7538-5689-922d-8889674702ed,2026-27,4,12.49,14.08,15.6,29.0,71.15,B+,False
7b3da252-482b-ebff-c0a5-72b2ff6de04c,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,14.75,17.38,14.17,35.5,81.79,A,False
fb18a5e0-5a6d-adf3-a377-4a51c77a67d8,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,10.33,16.5,15.03,24.67,66.52,B,False
dabed7cf-5f26-b14e-b858-21a3949f1094,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,19.4,12.17,19.61,36.09,87.28,A,False
25c5f438-d0a6-1850-0468-d6201ffaefed,205ab441-ba97-4d3e-94c9-31da22e5306f,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,16.4,12.49,11.7,36.65,77.24,B+,False
0b32486e-80ea-70f5-e058-e0cb13cf63bc,205ab441-ba97-4d3e-94c9-31da22e5306f,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,14.86,9.03,10.68,31.1,65.68,B,False
407dc7a6-b953-fd70-918b-951fe170c62e,205ab441-ba97-4d3e-94c9-31da22e5306f,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,9.7,8.84,11.05,35.94,65.54,B,False
2e82b8ea-4dbf-335f-2107-ee8b605281dc,205ab441-ba97-4d3e-94c9-31da22e5306f,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,14.92,18.39,11.96,30.79,76.06,B+,False
7c55c31d-c15d-7da6-b095-a1af698eaf05,205ab441-ba97-4d3e-94c9-31da22e5306f,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,13.41,12.73,17.36,28.76,72.26,B+,False
2a4eac40-fe36-5ccd-dc73-b015f7464a3b,73313afa-c5b3-4404-a6fd-cefad75d1eb6,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,14.41,12.31,14.54,25.44,66.7,B,False
3df4a2c9-47f5-a197-e9ce-b586eb3f0997,73313afa-c5b3-4404-a6fd-cefad75d1eb6,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,13.6,15.09,14.82,31.34,74.85,B+,False
5ea6b0ca-c48c-150b-1f81-6f7a39a29361,73313afa-c5b3-4404-a6fd-cefad75d1eb6,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,18.51,17.37,12.67,31.28,79.83,B+,False
ac9b6879-79ec-71d6-21ed-879d30241f99,73313afa-c5b3-4404-a6fd-cefad75d1eb6,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,19.78,20.0,17.49,29.11,86.39,A,False
560c41da-6231-857b-1fac-3fd5721cdeb1,73313afa-c5b3-4404-a6fd-cefad75d1eb6,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,10.45,8.04,7.53,23.06,49.08,D,False
5cc83984-09f8-3c76-f93f-f271a217d0e4,6090a4c3-d95b-464f-bfeb-ba44374e5431,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,10.79,15.88,10.4,33.1,70.16,B+,False
1166c83b-a493-6829-f472-89ed78cc9993,6090a4c3-d95b-464f-bfeb-ba44374e5431,21e87180-7538-5689-922d-8889674702ed,2026-27,4,10.34,15.64,11.82,27.35,65.14,B,False
8901e1fd-34ad-a510-84e0-1b030983822c,6090a4c3-d95b-464f-bfeb-ba44374e5431,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,17.47,18.34,12.74,29.53,78.08,B+,False
8ab6013a-f80f-50df-1d57-1f785b65a324,6090a4c3-d95b-464f-bfeb-ba44374e5431,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,17.74,17.87,18.3,31.55,85.46,A,False
a4ed4984-c2a3-64a8-31f9-21bb4f593c3f,6090a4c3-d95b-464f-bfeb-ba44374e5431,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,11.7,17.69,15.54,30.44,75.36,B+,False
00dc7c8e-aa08-7b57-4fe3-aa1bd1c6461d,bf0e18dc-22a1-49a0-810f-640c425d4b32,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,13.0,19.41,15.59,34.57,82.56,A,False
36c6904c-4a5e-6db5-2689-8d6b55e4d36f,bf0e18dc-22a1-49a0-810f-640c425d4b32,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,18.52,11.78,13.57,28.19,72.07,B+,False
5f8824e2-5f27-8a2e-fb12-adbda635f998,bf0e18dc-22a1-49a0-810f-640c425d4b32,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,14.63,18.64,12.58,23.17,69.02,B,False
b7593d92-fac9-9674-f1af-2117a784918f,bf0e18dc-22a1-49a0-810f-640c425d4b32,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,14.45,13.61,12.51,32.19,72.76,B+,False
cdf6860f-3e63-0697-b153-2f3ada954edc,bf0e18dc-22a1-49a0-810f-640c425d4b32,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,15.89,15.2,11.54,39.04,81.68,A,False
a092bfce-16b8-11ad-0bfd-6069910c0ee4,dbbd36ea-a403-4737-8c04-fc22f1633c9a,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,8.43,11.4,12.7,35.97,68.5,B,False
80ca205e-d8c6-1748-1da1-e5686447814b,dbbd36ea-a403-4737-8c04-fc22f1633c9a,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,18.61,20.0,18.15,40.0,100.0,A+,False
ad38c9f3-a87b-24db-c511-93e280a2f3e0,dbbd36ea-a403-4737-8c04-fc22f1633c9a,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,20.0,18.05,16.7,40.0,96.34,A+,False
76dc94cb-b6f5-41ee-996e-7d1ac31a464c,dbbd36ea-a403-4737-8c04-fc22f1633c9a,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,14.84,17.74,14.62,33.19,80.4,A,False
7133515d-ea0b-16b1-c90a-6bbc566ec627,dbbd36ea-a403-4737-8c04-fc22f1633c9a,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,18.1,16.93,18.64,37.61,91.28,A+,False
5250c5ef-15ea-dc64-0814-79e52a4d37a3,5da8fb5e-cd61-4859-8000-017fe7bdd278,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,20.0,20.0,20.0,32.47,92.47,A+,False
a829023f-7f27-6ecf-623b-e13a1fb66ee8,5da8fb5e-cd61-4859-8000-017fe7bdd278,21e87180-7538-5689-922d-8889674702ed,2026-27,4,20.0,15.38,17.3,39.35,92.03,A+,False
bd0e44f8-3a6c-1d2c-cb15-4e906561cee2,5da8fb5e-cd61-4859-8000-017fe7bdd278,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,15.31,16.16,18.47,28.8,78.74,B+,False
dde14550-275e-78ce-7681-3f4957e6a0d8,5da8fb5e-cd61-4859-8000-017fe7bdd278,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,16.18,15.67,9.33,25.55,66.73,B,False
c7219d4c-3326-280f-7ad0-b18992e648e1,5da8fb5e-cd61-4859-8000-017fe7bdd278,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,18.2,18.98,16.96,27.11,81.25,A,False
af52c81d-f589-9fcf-e56d-294320c8f293,1fc6613b-54fd-4adc-a5df-889c7946c6f1,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,15.46,16.36,17.19,36.71,85.73,A,False
81387b10-bc0c-5474-e0db-ab5f447e1fe2,1fc6613b-54fd-4adc-a5df-889c7946c6f1,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,14.54,15.7,14.83,32.6,77.67,B+,False
29bf80ee-61e4-a938-b0f4-cc29264a665a,1fc6613b-54fd-4adc-a5df-889c7946c6f1,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,12.28,10.1,14.11,38.42,74.91,B+,False
9f917bc4-ce75-14a2-7440-d679ceaac9f4,1fc6613b-54fd-4adc-a5df-889c7946c6f1,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,19.57,13.21,17.03,38.25,88.05,A,False
6373fdd9-392b-4df5-91ee-0e1b4dcb8975,1fc6613b-54fd-4adc-a5df-889c7946c6f1,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,17.64,13.54,16.45,33.82,81.46,A,False
fe1c3223-42ae-deb2-3c54-2196fba64f0d,c5bc9879-c820-4812-84d9-b40ce5074d05,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,14.29,15.27,9.55,40.0,81.54,A,False
5eaadbea-8c69-3197-23de-54664e6e3850,c5bc9879-c820-4812-84d9-b40ce5074d05,21e87180-7538-5689-922d-8889674702ed,2026-27,4,11.05,14.1,13.46,29.39,68.0,B,False
19bf4f96-5457-9d1e-5522-7c191d6926f4,c5bc9879-c820-4812-84d9-b40ce5074d05,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,7.02,10.8,6.14,22.75,46.71,D,False
8fb5f884-8695-a930-ff0f-76d35de0a8a8,c5bc9879-c820-4812-84d9-b40ce5074d05,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,16.05,15.67,14.66,30.09,76.47,B+,False
3a616998-f8a7-a6b5-c72b-a0f923209272,c5bc9879-c820-4812-84d9-b40ce5074d05,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,9.76,11.2,9.7,25.45,56.11,C,False
1f4760b6-6cc6-c5ac-f096-1e0f44489ef6,03311a3d-c10e-4431-ab52-3e503cb2ecd6,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,14.17,15.74,17.14,35.84,82.89,A,False
9010e0b0-6771-f441-07c9-9b84fe9655d4,03311a3d-c10e-4431-ab52-3e503cb2ecd6,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,14.12,15.58,16.86,32.42,78.98,B+,False
455031dc-32d7-2db2-8025-feedb0dfb306,03311a3d-c10e-4431-ab52-3e503cb2ecd6,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,11.02,13.36,12.21,37.87,74.46,B+,False
eada5318-2509-b7cd-9f59-e509b5f4bd76,03311a3d-c10e-4431-ab52-3e503cb2ecd6,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,7.85,12.21,11.97,20.29,52.31,C,False
67fb6e2f-d976-a74c-e6c5-2b6c10ef8d88,03311a3d-c10e-4431-ab52-3e503cb2ecd6,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,7.96,11.12,13.6,30.33,63.01,B,False
bae6baed-2128-97f5-15ff-76f7385dd5df,be3597b2-e328-41e3-8625-f0f063f73070,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,20.0,14.64,16.07,40.0,95.92,A+,False
20260ab0-03c5-87d7-861d-8e1038394d14,be3597b2-e328-41e3-8625-f0f063f73070,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,17.97,20.0,20.0,36.46,94.43,A+,False
4de6c3c8-582f-c600-2775-c1fe70ff1427,be3597b2-e328-41e3-8625-f0f063f73070,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,11.88,17.32,16.04,39.43,84.68,A,False
fa1edab0-bd0c-2470-2956-24bb58340dc9,be3597b2-e328-41e3-8625-f0f063f73070,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,14.45,17.0,14.51,24.87,70.82,B+,False
f3c7c28c-aebb-f30e-9b1f-56572be05117,be3597b2-e328-41e3-8625-f0f063f73070,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,17.32,11.72,20.0,24.24,73.27,B+,False
96827e62-2988-f35d-b734-bda74551bde5,8f752177-8b62-4d2d-8600-9b05fbe2169b,730c5632-33dc-5e69-a798-6135043a47aa,2026-27,4,17.56,20.0,18.23,25.46,81.26,A,False
8f584ab5-263e-f18c-6ca0-e0e6388cf06c,8f752177-8b62-4d2d-8600-9b05fbe2169b,21e87180-7538-5689-922d-8889674702ed,2026-27,4,10.25,11.42,7.9,25.93,55.51,C,False
46f14352-7b15-e941-378a-ca5b23dcf420,8f752177-8b62-4d2d-8600-9b05fbe2169b,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,2026-27,4,16.89,15.79,20.0,30.53,83.22,A,False
ed366b47-beb4-590c-c1de-e9a7d4780e2b,8f752177-8b62-4d2d-8600-9b05fbe2169b,859db046-894d-53cc-8cb4-3643d0c7f1fe,2026-27,4,20.0,18.88,20.0,40.0,100.0,A+,False
a9f4ce80-fe3e-3f1f-5156-23a6a2e399a0,8f752177-8b62-4d2d-8600-9b05fbe2169b,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,2026-27,4,16.87,12.81,14.33,28.1,72.1,B+,False
c413c30b-92a5-2212-5600-5fbdac1b4a5c,a9219240-e534-4273-b0b8-7b591cdfd764,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,14.62,11.94,13.43,8.87,48.86,D,False
7bc09595-daea-80b6-c1ed-3a33903e3999,a9219240-e534-4273-b0b8-7b591cdfd764,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,9.33,11.0,13.61,24.48,58.42,C,False
41471a11-4d3c-4f29-245c-37dd064b5d9a,a9219240-e534-4273-b0b8-7b591cdfd764,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,10.86,10.01,15.38,34.5,70.74,B+,False
f0b69753-a32e-2600-ad34-cb0791ae5d9c,a9219240-e534-4273-b0b8-7b591cdfd764,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,14.51,20.0,20.0,40.0,96.25,A+,False
a087c091-99f5-d5cb-b8e3-91ee9ade9d73,a9219240-e534-4273-b0b8-7b591cdfd764,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,12.61,11.52,6.59,18.62,49.33,D,False
ede0cb2e-5b32-f25f-9706-a97776cf06a1,5ec4f153-e109-4264-964c-73d252319f0e,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,16.59,20.0,17.2,31.97,85.76,A,False
c95f572e-9192-1d7d-f11b-1374a515a76e,5ec4f153-e109-4264-964c-73d252319f0e,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,16.7,18.2,16.45,19.98,71.33,B+,False
ea5885fe-db62-9485-b937-6b0d79389ad1,5ec4f153-e109-4264-964c-73d252319f0e,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,19.04,18.64,17.78,36.41,91.88,A+,False
c803e98f-bcb9-f0d9-cbbc-6a159d467f90,5ec4f153-e109-4264-964c-73d252319f0e,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,11.71,13.14,16.01,21.2,62.06,B,False
dd3a341f-e16f-0931-b471-650a14d47221,5ec4f153-e109-4264-964c-73d252319f0e,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,18.15,14.76,16.94,27.42,77.28,B+,False
2242afb8-7836-7bd5-6b56-9fc30a4f415c,bd0bfff1-aa08-469f-ace3-025aed67e75a,c697ab81-ffed-5fa6-9b51-be0954571d20,2026-27,1,13.02,7.86,11.83,24.43,57.13,C,False
bcdeef1e-aa03-bc06-b780-1cf3a690b482,bd0bfff1-aa08-469f-ace3-025aed67e75a,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,2026-27,1,17.46,17.98,13.75,32.52,81.73,A,False
845eb4af-06c3-2f31-028e-d5ea9e49fbce,bd0bfff1-aa08-469f-ace3-025aed67e75a,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,2026-27,1,11.82,16.62,14.28,24.22,66.94,B,False
2b2cbeab-ed29-561f-499d-627639108976,bd0bfff1-aa08-469f-ace3-025aed67e75a,325f5f11-db40-5f00-816d-d66357e36c70,2026-27,1,11.12,11.31,12.91,21.01,56.34,C,False
4e5af79a-f23a-3112-bce5-ecaf9b427d0a,bd0bfff1-aa08-469f-ace3-025aed67e75a,817d9a6f-e405-58f8-991b-373c31bd4e25,2026-27,1,2.63,3.83,10.52,16.0,32.98,F,True
f8bdb10d-e56e-f31b-3370-8f28be0865b8,1ca793cc-1198-435a-9f94-a3e8496154bb,29f10515-0a52-55f4-896b-fa882e11e38e,2026-27,6,13.77,17.28,20.0,37.05,88.1,A,False
8f82efd8-2ef3-1567-f83b-0e96edb21290,1ca793cc-1198-435a-9f94-a3e8496154bb,2bc3bd90-0760-5d47-9467-5a5992c412e5,2026-27,6,17.01,17.55,12.8,33.31,80.67,A,False
3a0e6f9d-4fcd-0b03-cbef-78ac6d88c6f3,1ca793cc-1198-435a-9f94-a3e8496154bb,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,2026-27,6,20.0,16.62,19.5,39.17,95.29,A+,False
5cf0e428-4767-b013-a100-b7f8988d5650,1ca793cc-1198-435a-9f94-a3e8496154bb,005078bd-c539-5c44-a631-7e7dd9fb778c,2026-27,6,18.55,16.74,15.91,36.48,87.68,A,False
b91e4d66-5bcc-9495-9a43-4f4c6b0b4a69,1ca793cc-1198-435a-9f94-a3e8496154bb,539f9c66-84f9-5b19-943a-cb15d62bbc33,2026-27,6,18.1,20.0,18.14,40.0,100.0,A+,False
dfb91bb6-4a07-a2ae-5c76-8429285ee0ab,f66e0d59-bc27-4097-96db-9ccc9fd6b509,f8b6ad01-594d-5e52-b325-ed9eb13211e1,2026-27,2,7.65,14.69,11.28,25.93,59.54,C,False
4261ae99-0b94-5afa-c12f-f311c03af729,f66e0d59-bc27-4097-96db-9ccc9fd6b509,f27d152a-f613-51a3-aea8-0506e5d24c3a,2026-27,2,6.11,10.33,8.46,15.98,40.87,D,False
ff80ca03-8a8d-a6fe-34b7-c4b0ef717c39,f66e0d59-bc27-4097-96db-9ccc9fd6b509,5297007a-130e-5341-af7a-4e9027c2dadf,2026-27,2,15.18,16.75,13.52,13.17,58.61,C,False
