id,student_id,semester,academic_year,sgpa,credits_earned,credits_registered,backlogs_count,result_status
7182fd8b-4a92-59e2-b16c-89ebb9df50fe,dbbd36ea-a403-4737-8c04-fc22f1633c9a,3,2024-25,9.1,20,20,0,PASS
38990db6-5d12-5f6f-a92c-e9b83cc814db,dbbd36ea-a403-4737-8c04-fc22f1633c9a,4,2024-25,9.57,22,22,0,PASS
b1b9663a-221b-51cc-a23b-4c52e7ca025b,dbbd36ea-a403-4737-8c04-fc22f1633c9a,5,2025-26,8.93,20,20,0,PASS
46652125-9359-5456-8bbc-929aa3531ec8,5da8fb5e-cd61-4859-8000-017fe7bdd278,1,2024-25,8.86,20,20,0,PASS
ad3fb23b-1efb-56b6-a2bf-75fb353c23ec,5da8fb5e-cd61-4859-8000-017fe7bdd278,2,2024-25,8.45,22,22,0,PASS
b77eaad2-36a9-5e45-b405-6ae68ebb5e09,5da8fb5e-cd61-4859-8000-017fe7bdd278,3,2025-26,8.43,18,18,0,PASS
094f943e-c540-566d-b10f-62abc7fa9a5f,c5bc9879-c820-4812-84d9-b40ce5074d05,1,2024-25,7.8,22,22,0,PASS
fedec13d-abcb-54f6-9bac-5027460c8baa,c5bc9879-c820-4812-84d9-b40ce5074d05,2,2024-25,7.45,20,20,0,PASS
2c2ab579-fe9e-501d-a5e8-71189ad11f48,c5bc9879-c820-4812-84d9-b40ce5074d05,3,2025-26,8.12,18,18,0,PASS
fc843f32-96bb-5cec-8e86-c60f120bb04a,be3597b2-e328-41e3-8625-f0f063f73070,1,2023-24,8.96,20,20,0,PASS
4d171460-dd1e-5214-b20c-990ea2d04cb0,be3597b2-e328-41e3-8625-f0f063f73070,2,2023-24,9.18,22,22,0,PASS
2bf4b8e5-dd9e-580a-a5bb-dcc1b5c4617b,be3597b2-e328-41e3-8625-f0f063f73070,3,2024-25,8.75,22,22,0,PASS
ee7b933e-4d90-5733-97a4-b149e348fc01,be3597b2-e328-41e3-8625-f0f063f73070,4,2024-25,9.43,18,18,0,PASS
d447383f-1846-5a61-a01c-5c7b869ec4b2,be3597b2-e328-41e3-8625-f0f063f73070,5,2025-26,9.02,18,18,0,PASS
2dce22ca-b374-5f2a-9358-85072e56f841,8f752177-8b62-4d2d-8600-9b05fbe2169b,1,2024-25,7.56,18,18,0,PASS
d6aeb293-bb10-5822-98a0-89e07439a968,8f752177-8b62-4d2d-8600-9b05fbe2169b,2,2024-25,7.02,18,18,0,PASS
d3ccc56c-9eb9-5497-9797-805f43fe1d50,8f752177-8b62-4d2d-8600-9b05fbe2169b,3,2025-26,7.86,18,18,0,PASS
e323ed6a-fcf6-5ec6-b0d3-1580c0e5f58a,1ca793cc-1198-435a-9f94-a3e8496154bb,1,2023-24,8.82,20,20,0,PASS
a6f2cfda-2204-5ed5-a6a4-bc55f4f54736,1ca793cc-1198-435a-9f94-a3e8496154bb,2,2023-24,8.31,18,18,0,PASS
97b39d09-b3c6-5990-b675-8963a65b6c03,1ca793cc-1198-435a-9f94-a3e8496154bb,3,2024-25,8.82,14,18,1,PASS
f20d2dd6-f0bf-5a13-893a-4d970eba8b23,1ca793cc-1198-435a-9f94-a3e8496154bb,4,2024-25,8.48,20,20,0,PASS
d392a492-a318-52ab-be5e-821b86599597,1ca793cc-1198-435a-9f94-a3e8496154bb,5,2025-26,9.65,18,18,0,PASS
ed1ffe8b-9644-5606-b782-545543ab41ad,f66e0d59-bc27-4097-96db-9ccc9fd6b509,1,2025-26,6.5,22,22,0,PASS
60773b57-d546-59c8-b626-71a19dc2aa67,c854faf3-84cd-4da5-a49a-3239315a747a,1,2023-24,7.9,18,18,0,PASS
597d4998-b7cf-57db-9e67-cf6386452171,c854faf3-84cd-4da5-a49a-3239315a747a,2,2023-24,8.62,20,20,0,PASS
fac0230b-eb0b-57f4-9ced-c7d7e7b2e81b,c854faf3-84cd-4da5-a49a-3239315a747a,3,2024-25,7.42,22,22,0,PASS
3bc53174-3537-50f0-a59e-cf729d8a8e8f,c854faf3-84cd-4da5-a49a-3239315a747a,4,2024-25,8.45,18,18,0,PASS
6e937978-b150-5528-8e5a-2e84b80ac605,c854faf3-84cd-4da5-a49a-3239315a747a,5,2025-26,7.34,22,22,0,PASS
5fa16b49-641a-5ecc-af64-035760528e8c,5b77e068-e415-428f-9c47-56281164a8d0,1,2023-24,6.97,20,20,0,PASS
66bea510-af1b-5a38-ae77-6725ba23078c,5b77e068-e415-428f-9c47-56281164a8d0,2,2023-24,7.85,22,22,0,PASS
fc6e8d39-2363-5a89-a2d8-c41284d28ab1,5b77e068-e415-428f-9c47-56281164a8d0,3,2024-25,7.87,18,18,0,PASS
d85214e2-b506-5482-81a7-9026327323cd,5b77e068-e415-428f-9c47-56281164a8d0,4,2024-25,7.3,18,18,0,PASS
68415e2f-a2f6-546c-9b86-aee59dad32c3,5b77e068-e415-428f-9c47-56281164a8d0,5,2025-26,7.05,22,22,0,PASS
1231aee5-b200-5cb5-ada1-849b68deb88d,274e5dc2-8313-420e-af64-62d711c5d8a9,1,2023-24,10.0,22,22,0,PASS
8aabe285-1588-5b87-b35d-b5b73b55a97e,274e5dc2-8313-420e-af64-62d711c5d8a9,2,2023-24,9.92,22,22,0,PASS
5e47af6f-8ed0-5c32-9dc9-dc6d57430f3c,274e5dc2-8313-420e-af64-62d711c5d8a9,3,2024-25,9.32,22,22,0,PASS
3dcb4e09-51a3-5c64-8a09-d369b8d24b2d,274e5dc2-8313-420e-af64-62d711c5d8a9,4,2024-25,9.82,20,20,0,PASS
a800085c-26ba-599f-84e1-b536a8799792,274e5dc2-8313-420e-af64-62d711c5d8a9,5,2025-26,9.65,18,18,0,PASS
24ea5e56-68bd-5e8e-a738-4417e209da27,a41bfbe4-df25-4d9a-b39c-deffd5136493,1,2024-25,7.57,18,18,0,PASS
7a6a73f3-daf9-5fe6-90bc-2a4f4b11f52b,a41bfbe4-df25-4d9a-b39c-deffd5136493,2,2024-25,6.29,18,18,0,PASS
97f769b0-ad2e-55e1-9f0d-0a82ca7c9669,a41bfbe4-df25-4d9a-b39c-deffd5136493,3,2025-26,6.07,18,18,0,PASS
064038b0-34a1-5aa0-9d1d-bb261affeb50,907b3117-be17-490e-b321-815152024843,1,2024-25,5.67,22,22,0,PASS
cab7f6c9-3e48-5ff4-8f65-e521b9f48242,907b3117-be17-490e-b321-815152024843,2,2024-25,5.67,18,18,0,PASS
d936d7fd-2a23-5998-a9e9-4bd446557855,907b3117-be17-490e-b321-815152024843,3,2025-26,7.48,14,18,1,PASS
3517e911-ebbb-555c-af16-fce71c347721,367906ff-ef0a-467c-89ba-6fadff57f435,1,2023-24,8.81,18,18,0,PASS
0f451f7d-4d5f-5f0b-8bec-3b9673f7266f,367906ff-ef0a-467c-89ba-6fadff57f435,2,2023-24,8.53,20,20,0,PASS
c967542e-aaf7-5d17-a695-acb268e84ed0,367906ff-ef0a-467c-89ba-6fadff57f435,3,2024-25,7.86,18,18,0,PASS
ae470cf0-fb1e-5e78-ab13-5a7ddf0820ef,367906ff-ef0a-467c-89ba-6fadff57f435,4,2024-25,8.35,22,22,0,PASS
30c1c054-0996-5a40-b2d4-9b95dedcdfc2,367906ff-ef0a-467c-89ba-6fadff57f435,5,2025-26,7.96,22,22,0,PASS
b4243eb9-ac28-5b17-97d0-f5feabb3df73,5f98ac60-2390-4b08-b203-436e27e21256,1,2023-24,6.54,22,22,0,PASS
ecd75767-cf7e-5756-85bf-ff3be93a472f,5f98ac60-2390-4b08-b203-436e27e21256,2,2023-24,5.19,18,18,0,PASS
4e11f473-4462-5bd3-93de-e10522149f35,5f98ac60-2390-4b08-b203-436e27e21256,3,2024-25,6.05,18,18,0,PASS
42277c8e-96d3-5373-ae0e-c698fa16eda4,5f98ac60-2390-4b08-b203-436e27e21256,4,2024-25,6.52,18,18,0,PASS
6ed21874-31cb-5bfa-8818-1536b103c83b,5f98ac60-2390-4b08-b203-436e27e21256,5,2025-26,5.7,22,22,0,PASS
4498ac2b-1d5b-5c57-8d3e-a431519a4b0d,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,1,2025-26,4.99,20,20,0,PASS
789f0663-ba42-5715-9322-786503bb5f80,b2ed1d86-f2ea-4994-bb8a-a6d29c11d68f,1,2025-26,7.48,18,18,0,PASS
c817a036-2bce-5d1a-99bd-991137aff6d6,62635a52-79be-4983-a930-e0a4dddc561a,1,2025-26,5.55,22,22,0,PASS
cdf96fd7-010b-5ab3-9e8c-fc59ef8d9d92,d0a7a248-1401-4ba2-90c5-fcb92e59123f,1,2024-25,7.93,20,20,0,PASS
73d382c6-ffe9-5702-9b70-8dadd3d2070f,d0a7a248-1401-4ba2-90c5-fcb92e59123f,2,2024-25,7.41,18,18,0,PASS
495d6b9c-def7-5f96-9d10-22793334fdd4,d0a7a248-1401-4ba2-90c5-fcb92e59123f,3,2025-26,8.53,18,18,0,PASS
6d3914b1-efe9-5ca8-9829-256b7b402bdf,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,1,2024-25,7.96,18,18,0,PASS
f712964c-287c-544c-8fe6-6f8e64ffd25b,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,2,2024-25,6.85,22,22,0,PASS
4856c4c3-2f93-55a1-aa2e-3d38e6eaed64,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,3,2025-26,7.07,22,22,0,PASS
cc00faf6-f250-5a6b-bbdd-0fed6191e683,95367de5-7130-4f76-8f84-a68859c30c97,1,2024-25,8.06,18,18,0,PASS
1b9abcaf-b646-55d4-b8ef-d969335f0a4d,95367de5-7130-4f76-8f84-a68859c30c97,2,2024-25,8.37,18,18,0,PASS
06728846-0baf-57c2-b191-6a98ef5e929c,95367de5-7130-4f76-8f84-a68859c30c97,3,2025-26,7.85,18,18,0,PASS
216fe499-867f-57a7-85d4-231237e2a589,f1f11b54-ca1b-49d1-88b5-b9f36a57a9b0,1,2025-26,10.0,20,20,0,PASS
383308aa-b965-5a4f-b419-6c8d6e986d80,7006ec6d-87ac-480b-86ea-a9b8143bc4ed,1,2025-26,8.05,22,22,0,PASS
bcdc1a70-6224-5988-a64b-060d302ecdc2,735fac46-561e-4e9b-8fab-1744b8f7309c,1,2024-25,6.63,22,22,0,PASS
76c88e02-7616-556c-a818-580fe7bce363,735fac46-561e-4e9b-8fab-1744b8f7309c,2,2024-25,7.18,22,22,0,PASS
550611fc-98cf-5159-994c-71ab2748a7d0,735fac46-561e-4e9b-8fab-1744b8f7309c,3,2025-26,7.73,18,18,0,PASS
93062dcc-36eb-56ac-a082-aafed2d4461e,112ea380-f370-463c-abad-540b5bc5b02c,1,2024-25,6.73,18,18,0,PASS
87aec96d-d02d-5219-8f55-540f11675b0b,112ea380-f370-463c-abad-540b5bc5b02c,2,2024-25,6.74,22,22,0,PASS
5b1fdd5d-684e-5c3e-b47a-8f3bc0406c83,112ea380-f370-463c-abad-540b5bc5b02c,3,2025-26,6.13,22,22,0,PASS
b5aba0ed-df74-5f1c-b6a4-ee2d63ffeef5,6a4df9d2-08a8-4900-a4d1-b1cce5358b67,1,2024-25,8.66,22,22,0,PASS
a93e7f85-8f7a-51c3-9624-022a37dbff6c,6a4df9d2-08a8-4900-a4d1-b1cce5358b67,2,2024-25,9.12,20,20,0,PASS
65b4996a-e419-5b63-bb5a-9a375bd8a4aa,6a4df9d2-08a8-4900-a4d1-b1cce5358b67,3,2025-26,8.91,18,18,0,PASS
3fbcd8d6-a940-5621-8457-744353c922ee,2d2d894f-bc2c-4b38-821b-b88283ac77ad,1,2024-25,8.45,18,18,0,PASS
839bad75-9a2e-5fbb-8deb-088eac9c3145,2d2d894f-bc2c-4b38-821b-b88283ac77ad,2,2024-25,8.39,18,18,0,PASS
8f94642e-0dc5-5126-aee5-e8ea1ee92ca9,2d2d894f-bc2c-4b38-821b-b88283ac77ad,3,2025-26,9.14,22,22,0,PASS
a2670b41-38e0-51cd-999e-60784b2e6581,72678c82-38a3-423a-a567-7f09511ce1cb,1,2023-24,5.28,18,18,0,PASS
269e0e0c-8994-51a5-8589-3efde29a832c,72678c82-38a3-423a-a567-7f09511ce1cb,2,2023-24,5.47,20,20,0,PASS
229afa75-7e41-5061-af6d-709a5e28d038,72678c82-38a3-423a-a567-7f09511ce1cb,3,2024-25,5.83,18,18,0,PASS
648a38d4-600b-54e7-a930-954ba366ea25,72678c82-38a3-423a-a567-7f09511ce1cb,4,2024-25,5.63,18,22,1,PASS
36e587c2-eba6-5e87-a844-e684107d2f43,72678c82-38a3-423a-a567-7f09511ce1cb,5,2025-26,4.95,20,20,0,PASS
b57851e8-d35e-5c47-9851-c1f2c6c7f1f7,9331d740-9ea6-4db5-b548-2213e206f732,1,2023-24,6.8,22,22,0,PASS
e1f1fc38-7773-55ef-b08b-33725f5a37e7,9331d740-9ea6-4db5-b548-2213e206f732,2,2023-24,6.95,20,20,0,PASS
63dc4b86-3f97-50f1-a421-d4d23fb7d466,9331d740-9ea6-4db5-b548-2213e206f732,3,2024-25,7.18,18,18,0,PASS
7924916c-741a-57d7-bc68-a60e09502ece,9331d740-9ea6-4db5-b548-2213e206f732,4,2024-25,6.58,18,18,0,PASS
5e9450f1-fd72-59d7-9163-b712d9f4be8f,9331d740-9ea6-4db5-b548-2213e206f732,5,2025-26,7.21,18,18,0,PASS
48c90eab-7d17-5966-8ddf-edf8d379e7c9,0b8c6994-702c-4cd6-9023-93a536fdda55,1,2024-25,7.78,16,20,1,PASS
fc554482-47d7-569b-9064-5c9067a929b9,0b8c6994-702c-4cd6-9023-93a536fdda55,2,2024-25,8.04,20,20,0,PASS
5a3f03d0-6f53-5653-bac5-16cb00c0d76b,0b8c6994-702c-4cd6-9023-93a536fdda55,3,2025-26,8.14,20,20,0,PASS
7ef95f6f-272c-54d8-a264-828cae23106e,391e48f1-7d0b-40be-92c6-592eda356258,1,2023-24,6.99,20,20,0,PASS
adfc808b-d766-5c9c-b604-b870ac43e8de,391e48f1-7d0b-40be-92c6-592eda356258,2,2023-24,6.6,20,20,0,PASS
c9e408e0-8fa8-5226-bf44-bb9373b20dbf,391e48f1-7d0b-40be-92c6-592eda356258,3,2024-25,7.13,20,20,0,PASS
296111b2-e85a-5cb7-9129-60af8c4504b4,391e48f1-7d0b-40be-92c6-592eda356258,4,2024-25,7.58,20,20,0,PASS
8a24a345-7a31-5397-a388-61c15537e431,391e48f1-7d0b-40be-92c6-592eda356258,5,2025-26,7.26,22,22,0,PASS
381117da-e95a-5cc7-b48b-e15044711dd4,27853259-68b6-46ee-99d2-e2cd051972fb,1,2023-24,6.3,14,18,1,FAIL
2dd70177-91ee-5426-b1b7-4a31bda8fe1d,27853259-68b6-46ee-99d2-e2cd051972fb,2,2023-24,6.62,20,20,0,PASS
fd3911c5-72c5-596e-ab0f-6a7700849b17,27853259-68b6-46ee-99d2-e2cd051972fb,3,2024-25,6.54,20,20,0,PASS
8fdefdfb-b1c5-5bba-ae48-f93ac752495c,27853259-68b6-46ee-99d2-e2cd051972fb,4,2024-25,6.1,20,20,0,PASS
25daa32b-2fe6-58ec-8337-28d593814ab6,27853259-68b6-46ee-99d2-e2cd051972fb,5,2025-26,6.02,22,22,0,PASS
99bfe867-90cb-5a5b-8d6c-f893fa8b30ee,2da6abd3-1ac5-4187-83ae-69e65e94daa0,1,2025-26,7.45,22,22,0,PASS
0d6a4f2b-a6c7-5f49-9898-c8242dfc1757,609bf32f-ef88-4183-8520-3469675c5ad3,1,2025-26,9.81,20,20,0,PASS
0e7c8010-6a34-52af-9878-d5bc02e89bd6,fd8f6e7a-d896-47c4-8950-0208bf34097f,1,2023-24,7.26,16,20,1,PASS
28ac05ce-ebcb-5904-8d02-534d756b581c,fd8f6e7a-d896-47c4-8950-0208bf34097f,2,2023-24,5.89,22,22,0,PASS
2888dd1a-80af-5877-824c-ebeb027c7a87,fd8f6e7a-d896-47c4-8950-0208bf34097f,3,2024-25,5.82,20,20,0,PASS
1773dd55-4199-5d08-932a-c3f29eec3613,fd8f6e7a-d896-47c4-8950-0208bf34097f,4,2024-25,6.74,22,22,0,PASS
e8148f41-cf57-5213-b493-f210a2a02e01,fd8f6e7a-d896-47c4-8950-0208bf34097f,5,2025-26,6.64,18,18,0,PASS
be2da0c9-fe59-5895-a5e8-f8d3ecff1296,fce41950-4037-4603-9b82-da005fae7ad0,1,2023-24,8.4,20,20,0,PASS
b98d217d-3909-5879-aa51-a90923edfc6e,fce41950-4037-4603-9b82-da005fae7ad0,2,2023-24,8.34,20,20,0,PASS
20c88c3a-eef2-5595-b210-a28bc629da46,fce41950-4037-4603-9b82-da005fae7ad0,3,2024-25,8.44,18,18,0,PASS
f61d10ac-d931-55d9-9980-5b76893f19f8,fce41950-4037-4603-9b82-da005fae7ad0,4,2024-25,9.42,18,18,0,PASS
b759c0f7-9b95-5e2b-805e-e6d69c31ca27,fce41950-4037-4603-9b82-da005fae7ad0,5,2025-26,8.21,18,18,0,PASS
644d90dd-7351-5319-87a7-ff888ed1c502,7fd2adc1-e640-4b50-a95d-9f8229652987,1,2025-26,6.92,22,22,0,PASS
248f314e-ecf3-58ec-9c9a-a4f823030651,df6e6a38-cb17-48e9-8503-d29b0c34c068,1,2024-25,7.22,18,18,0,PASS
6fb471e2-bf27-5836-934a-2fc80bd309ba,df6e6a38-cb17-48e9-8503-d29b0c34c068,2,2024-25,7.68,20,20,0,PASS
0ec1f305-647f-5930-8f85-cca5ff67bd5b,df6e6a38-cb17-48e9-8503-d29b0c34c068,3,2025-26,8.14,22,22,0,PASS
dcc0417c-7af7-52b1-9538-2481d66de9f1,064e4451-fbcc-4e2c-98df-4c9392264c60,1,2023-24,8.7,20,20,0,PASS
a2af9c93-c619-56be-a256-e2e206728c8c,064e4451-fbcc-4e2c-98df-4c9392264c60,2,2023-24,8.69,18,18,0,PASS
7400f273-7504-5d1b-bb9e-430985722897,064e4451-fbcc-4e2c-98df-4c9392264c60,3,2024-25,9.12,18,18,0,PASS
b1f6c09d-1845-5abb-b45a-a1512690d4a1,064e4451-fbcc-4e2c-98df-4c9392264c60,4,2024-25,9.12,22,22,0,PASS
b0648100-7425-5063-aca8-11a42de58857,064e4451-fbcc-4e2c-98df-4c9392264c60,5,2025-26,9.37,22,22,0,PASS
b15ca731-50d9-5bfd-8274-02db9f982081,346e2838-f1b6-494a-ad10-1e53b5a44b54,1,2023-24,7.24,20,20,0,PASS
48c10825-a044-5a8a-80d5-1d37f690be8b,346e2838-f1b6-494a-ad10-1e53b5a44b54,2,2023-24,7.22,20,20,0,PASS
4fc6f98f-22c8-5907-ae05-cd6e5638d805,346e2838-f1b6-494a-ad10-1e53b5a44b54,3,2024-25,7.62,20,20,0,PASS
1c7e62a9-4548-5b86-8e09-daee7df87b46,346e2838-f1b6-494a-ad10-1e53b5a44b54,4,2024-25,7.3,20,20,0,PASS
ecd1fcb3-e4f9-5f1b-9241-858619baed0e,346e2838-f1b6-494a-ad10-1e53b5a44b54,5,2025-26,6.75,18,22,1,PASS
dc56c96c-9ab2-5e42-9a0a-c458a047c396,1da664ac-810c-46b3-a2be-8e9cc0e3030c,1,2025-26,7.15,20,20,0,PASS
e20d5adf-3c7a-5278-be07-18d3b841ed57,89844b29-684e-4711-8815-c6888760f4df,1,2025-26,6.28,20,20,0,PASS
b01de1e3-adc2-5118-9dd2-ac828b511946,c60210a0-2054-4976-8d04-93b5738010b0,1,2023-24,7.65,18,18,0,PASS
3275fb48-8b31-572c-b63d-82bbce402878,c60210a0-2054-4976-8d04-93b5738010b0,2,2023-24,8.6,22,22,0,PASS
a8a0c2d2-3b22-527b-8bfc-82ef9ec1dd3c,c60210a0-2054-4976-8d04-93b5738010b0,3,2024-25,8.29,18,18,0,PASS
e5c677cc-2755-573f-b4fe-545cbe71cb48,c60210a0-2054-4976-8d04-93b5738010b0,4,2024-25,7.51,22,22,0,PASS
f592dac7-3e5a-5ddc-8ca1-0b5213b19271,c60210a0-2054-4976-8d04-93b5738010b0,5,2025-26,7.72,22,22,0,PASS
1377d140-16d6-542a-97a1-ad91f1cf6742,d0e331e2-b577-460d-b447-c38d2f8cf4bf,1,2025-26,8.1,20,20,0,PASS
ee035a72-7302-54c3-b07d-f292b3b3c59a,3ad01eef-4870-4b95-82d2-f092a08cae45,1,2024-25,7.52,22,22,0,PASS
d698f89a-d78e-558e-a417-0db32f127844,3ad01eef-4870-4b95-82d2-f092a08cae45,2,2024-25,7.72,22,22,0,PASS
199590cd-fafd-5df4-925b-859441f96936,3ad01eef-4870-4b95-82d2-f092a08cae45,3,2025-26,8.22,22,22,0,PASS
68dfecc7-d844-5f7f-9c82-7eada6cd8a99,8e7667bf-cb57-4dad-89a5-464570b930cf,1,2023-24,8.86,20,20,0,PASS
5a4b1f1f-6d09-545f-8a42-999c1e43fc71,8e7667bf-cb57-4dad-89a5-464570b930cf,2,2023-24,8.97,20,20,0,PASS
b9bae7c7-ece1-596c-b22b-c61163cb3f66,8e7667bf-cb57-4dad-89a5-464570b930cf,3,2024-25,8.85,20,20,0,PASS
0fdc2eed-221c-5de0-8cd0-f308153bea3e,8e7667bf-cb57-4dad-89a5-464570b930cf,4,2024-25,9.56,22,22,0,PASS
9c9d4b8b-b861-5aab-85a7-fbed87dd1954,8e7667bf-cb57-4dad-89a5-464570b930cf,5,2025-26,9.64,22,22,0,PASS
