id,user_id,action,entity_type,entity_id,details,ip_address,created_at
fb25847a-d05e-4c89-b3e4-2b0afbee2657,b0dde554-078d-49f7-bd84-821eec5f3bd2,PASSWORD_RESET,user,5f2bc196-a593-4400-914b-fc3f1f650f87,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.187.136.167,2026-08-04 00:06:20
2a306747-e162-45bc-ab95-6d088bc9c63e,b8d59dda-af1d-4bfd-b17c-ae2226cb584a,COURSE_ASSIGNED,faculty_course_assignments,5c37b35c-7307-4edb-97b5-fcbef7d2456b,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.192.218.96,2026-08-21 17:03:45
f2109da8-212f-4f75-99fd-9570c8745f8c,9c1d157d-8e37-46ad-9c6d-98fbc00c3fc2,PROFILE_UPDATE,student_profiles,48cb2ef9-201e-42ee-999a-f05469eee9f9,"{""source"": ""web"", ""note"": ""PROFILE_UPDATE event""}",10.4.148.233,2026-08-01 11:08:30
34dbbb38-f144-40c5-9583-c0bc98739287,77c3f902-cbc0-4cc9-8dbc-e8756dd997fc,PROFILE_UPDATE,student_profiles,3cba1d7a-4154-4619-8cda-a46990aea440,"{""source"": ""web"", ""note"": ""PROFILE_UPDATE event""}",10.18.53.177,2026-08-08 21:02:41
eb2b3d60-2618-4179-b265-26d00b41dc01,74871d47-2b14-4c6e-ad0e-31f5174ba3de,MARKS_ENTRY,course_enrollments,1755f2f4-6c1e-4635-b3a0-0b37fba81396,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.240.191.148,2026-09-12 20:50:02
49b84d38-2e7e-49cb-b5fd-0403e033fb09,08b3b2bc-47af-4088-8436-481d2865bdfa,SKILL_ADDED,student_skills,2b0fa5f0-5d8b-406f-af33-4d84055b0742,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.55.204.224,2026-09-08 17:46:55
c18a9f77-8c0c-4be8-8b50-499bbc77e5ee,35c3842a-4eb6-468d-ba6e-25d2c51cf6c8,LOGIN,user,4c28ac49-067e-41b0-bf45-2ff6b2248441,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.85.42.190,2026-08-29 14:59:20
f2e3f30f-c8f9-4e91-b985-98ae4d56c1bd,fd83c992-13da-44ee-9696-746857730958,COURSE_ASSIGNED,faculty_course_assignments,69fdc933-e84d-481e-a62e-344e6b8ecaa2,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.179.202.158,2026-08-10 22:13:08
27b8cf3e-d4bb-42db-bb52-c858b8f4f80b,af6c66cc-6a43-4d97-b6fb-0e2bc0d8100c,LOGOUT,user,e8e5fa6d-5c5d-4117-affa-48a7a63a40ea,"{""source"": ""web"", ""note"": ""LOGOUT event""}",10.202.37.222,2026-09-04 12:11:05
0264e8c0-2e0e-46fe-9823-d503a00373ae,b033dbe1-a7e7-499e-a0ce-f5771e461721,LOGIN,user,e824e345-ebf3-4004-9611-f5f9961110d6,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.134.69.174,2026-09-04 21:25:19
d25e51f9-cb6b-424b-ba9f-8f578376fcd3,a989e01d-a333-4a05-a9b7-5c3d45b601de,LOGIN,user,6c39da53-7093-47a8-9d51-8f7cd8465e22,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.87.138.228,2026-08-28 15:56:22
2e1c65ab-f2d4-441a-b8a2-f7c4bc90552e,5b90deda-c8e0-4d74-8c55-1a9cbcb013d2,PASSWORD_RESET,user,0a01730b-fce2-478e-9e82-175e8b0a811a,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.220.249.185,2026-08-20 19:20:07
1a7c2c7f-7399-407d-93b5-ebed3043d5d1,e9621e08-22b6-4710-b779-46f1737f4057,PASSWORD_RESET,user,74b80593-812c-46c6-a3ee-0c16eee990a1,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.137.13.122,2026-08-15 02:56:33
f4d73f5f-45d7-48a8-bd35-3386ff76f6e2,83041d39-3699-498a-906f-fa245840964e,ATTENDANCE_MARKED,attendance_records,c96b3b1a-7dd3-447c-834c-427d704045d9,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.176.180.139,2026-09-05 15:35:18
6e3e33cc-1dc6-462d-abbe-76e3e054a566,8c7b8a76-cb1c-4b77-bd98-f3c6b3275ca3,RISK_REVIEWED,weak_student_radar,469ec2b0-5650-4238-8a36-e3303e7cb99c,"{""source"": ""web"", ""note"": ""RISK_REVIEWED event""}",10.116.121.160,2026-09-05 23:38:55
2b02044f-2ff4-49f8-9eaa-36c242885d21,47f3a755-7c20-426c-9404-d4ac28234a9b,PROFILE_UPDATE,student_profiles,0df0783c-0782-4470-ab86-50e08995f83e,"{""source"": ""web"", ""note"": ""PROFILE_UPDATE event""}",10.247.78.49,2026-09-13 09:02:47
274c035e-3b2d-42c5-9411-f7334dc6e393,04bb4ebf-f29e-4325-9c2c-df06ff7d41ef,LOGIN,user,94cb1b71-cdf9-4551-9ba6-0d74a7ccace9,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.192.226.110,2026-09-10 04:15:17
61b95435-15d1-440c-b0d8-e3501c319e02,228f43c3-4b03-4d75-becc-e6bd5e20a70b,COURSE_ASSIGNED,faculty_course_assignments,06e027cb-acef-483f-bd36-c00bc8716226,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.223.71.135,2026-08-16 22:54:58
0f16a37c-969d-41d5-b4c2-4e552d4cc398,d6381f78-1665-446c-bb9e-a1dbe09bbb35,ATTENDANCE_MARKED,attendance_records,698cacde-5771-49be-b71a-cab59a8656ec,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.253.184.128,2026-08-05 19:21:58
260a9440-921a-4bef-9215-f228649722ab,545ff5bf-d1e6-4c73-b8e5-2bd190ce5507,MARKS_ENTRY,course_enrollments,7f39156a-6cec-432e-94a0-a453f12bf7a9,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.127.143.61,2026-08-17 23:18:32
b768263f-4ef3-41b7-8cff-5fa7e169d4c2,13640534-b496-4a6d-b908-02849b35d6ea,LOGIN,user,b8b0d370-2642-4ea8-bfda-0003179e88c5,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.31.206.198,2026-08-11 21:09:39
d021a635-3e8c-4cff-92c6-97c829218108,985a71ad-7139-4598-8b86-658cdd4769c1,PLACEMENT_STATUS_UPDATE,placement_readiness,c4bbfcfa-c5d5-4f7d-9b61-e26a9dd61b23,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.244.168.129,2026-09-09 12:48:55
8f2f55fd-4320-45fb-8f80-6fadf27226c0,f5d059d9-6dd7-44c3-a928-7f7b1b4968f0,LOGIN,user,e9a8ade2-450e-4632-a2bf-fa3cfffb7d38,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.185.3.120,2026-08-21 20:45:23
d7a28ecd-1abe-453d-8142-06bad6a819d4,b38a167e-1d7f-4ac7-8229-d6d3f3464b5e,PASSWORD_RESET,user,0589a24e-9674-46ac-9fad-ddda0fa7d7cf,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.252.114.51,2026-09-10 18:30:28
c8ed1f31-03e6-483c-b4fe-42eb7e03e5c6,11d65f83-ec86-42ca-b3cf-013d04e7cac8,MARKS_ENTRY,course_enrollments,e16870bf-c864-4468-aaac-1d3d10fd7e92,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.68.96.106,2026-08-30 17:34:54
9206255f-cde6-4fab-b3d9-3922e075b96a,f61acf40-feec-4a2b-8676-709d293df1e3,PASSWORD_RESET,user,60f977fa-b3e1-4ac5-9750-3950d629612a,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.2.9.7,2026-09-09 06:48:00
a4cedbb5-d651-4933-83e6-b62fff10f0f6,e33589ba-f04f-489d-be83-d1aff85f4d91,PASSWORD_RESET,user,1d1e8ba2-9f45-4c5c-8685-e79a180e8f2c,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.67.112.15,2026-08-30 20:25:19
f149946b-30f1-4cca-8f9a-2a673a2fb1d1,ed9f9fd4-c42a-419f-99b4-5ebbc2aa1177,PLACEMENT_STATUS_UPDATE,placement_readiness,ce29bdd9-7af5-49cd-bea6-60f8065a375d,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.216.128.96,2026-08-01 06:44:18
2797c09f-f75d-4dca-bef1-960c42f894d2,379029d9-3b52-47a8-be9b-66c5512ea6f8,MARKS_ENTRY,course_enrollments,34a2c44c-e4a8-4cd1-b3ef-711e55310f08,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.158.244.16,2026-08-30 07:23:11
9635773a-bed3-4e00-afa9-e0725a9ed248,9c7f75eb-b84a-4750-95f4-32802426a621,MARKS_ENTRY,course_enrollments,9435b5b3-c927-4a7a-8ffa-4018fcb95414,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.39.192.111,2026-08-22 22:14:04
a303eacc-5336-4620-a6e1-38c9904513bc,0f4d626d-3c77-4ebc-9703-27400e83950d,PLACEMENT_STATUS_UPDATE,placement_readiness,1deb6b1b-92e7-4789-b34f-6d0fc2bf4f16,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.190.207.103,2026-08-13 19:52:12
a005ee87-faa1-4a23-81fa-0dc015478a79,7cc00e7b-0fcd-4fe5-949e-f46a551eb980,LOGOUT,user,4c49fe45-190e-4466-a034-7d7eb6c32d3b,"{""source"": ""web"", ""note"": ""LOGOUT event""}",10.168.7.99,2026-09-05 13:12:18
0a09f7d9-213e-4749-9ae2-e83d06804698,06895817-f724-4b4c-ad7b-2249459f2d35,COURSE_ASSIGNED,faculty_course_assignments,4b5ea866-3db5-4d7e-ad48-4aacd6869fab,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.110.254.140,2026-09-09 16:37:04
364021cb-81e5-4cad-b519-cee534c68c30,5e5951c5-92e3-4d2b-bc5a-cd150db296bd,MARKS_ENTRY,course_enrollments,c5b2ca3c-81b2-46f8-80a3-566d555da9ad,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.64.113.159,2026-08-01 11:10:43
87669dab-b9a1-40ce-be83-9f35172bbf3f,219bd90d-4fc3-4027-bbec-468d1ae4a50b,ATTENDANCE_MARKED,attendance_records,ec24a850-4dbf-4a5d-b264-246e395e49c5,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.248.20.214,2026-08-29 10:11:39
3f872a1a-d540-4c1f-9430-c664196cdd0b,2f208cb9-b0de-4a5c-9a85-af1a67267f51,ATTENDANCE_MARKED,attendance_records,b7baa210-d310-406d-abf5-18426d3200ca,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.51.138.187,2026-08-03 02:02:55
5ec962cf-9d27-4e2a-9ae9-8688879f0de4,b2aaad25-3cf7-4624-a3ea-b33e0ec2950a,ATTENDANCE_MARKED,attendance_records,3ec78de8-c3f9-4ae8-961d-01e4d754ba59,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.149.103.99,2026-08-28 06:16:09
30d4e80c-3908-457d-98f4-75dec565fd13,3f0c5084-84de-4161-82ac-39c3a8eff9de,COURSE_ASSIGNED,faculty_course_assignments,61cd4a88-8c09-4490-9ec0-c2d7fa1f954d,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.4.189.70,2026-08-26 06:52:14
e49f06e8-8e96-4ada-891e-db2cf0ae640d,ffaf6f63-d38e-4ae4-98a0-e64c02516cbb,PASSWORD_RESET,user,918251fb-0f72-4544-aa71-4018775f679e,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.192.162.135,2026-08-27 22:18:31
99451350-d5f0-4edf-b8f3-844be4d2ddbc,4d272189-8535-44e3-970a-36dcee64f2f6,LOGIN,user,a5ef929d-c948-4904-ae5d-e4392b14d429,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.233.212.138,2026-08-28 06:00:10
b3527be5-5ad1-4888-a47b-06c10d5089ff,08df58fc-654c-4554-84d1-a049c6750362,SKILL_ADDED,student_skills,382624a5-d2db-4dc7-a2df-be8476c16d7f,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.232.206.170,2026-09-14 04:23:56
42534820-4654-489f-bb68-87d32042107b,3bff0499-790e-4246-a956-d3b9c6207fce,RISK_REVIEWED,weak_student_radar,40e57407-7fe6-4637-911c-a8ce1ab090b3,"{""source"": ""web"", ""note"": ""RISK_REVIEWED event""}",10.62.167.155,2026-08-01 06:06:48
ccad3f4f-3f95-48dd-852a-111f8e1734bb,219d29f6-157e-4f0e-945d-b32853531641,MARKS_ENTRY,course_enrollments,a0210695-a30b-40f6-b75b-14b6dcf9a5d7,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.153.225.90,2026-09-11 00:43:22
74a2a0f7-8758-4cbb-983c-e66eebaeab06,00348c17-9561-459c-8664-63d9631732f2,LOGIN,user,7d896d7b-883b-43c6-8fc1-0f347ed013fd,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.235.135.195,2026-08-07 15:12:39
47f5344f-525a-42a1-bd73-384d270d49fd,de91c454-e3d3-4c72-bc9e-91c6972c9945,PLACEMENT_STATUS_UPDATE,placement_readiness,d3151046-79eb-4081-b147-6f43e9c2e93a,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.176.76.92,2026-08-29 04:55:43
5e38d58b-8d29-483f-b67c-c365c81b91c9,b23563bd-3105-45d1-8f02-1b5edcd0d406,LOGOUT,user,f37b14d9-d74f-4b9e-aff5-8aeabdf2ab8a,"{""source"": ""web"", ""note"": ""LOGOUT event""}",10.53.28.194,2026-08-31 22:44:16
ae643a51-62e3-4a63-96fa-4f7796d20582,62d2e64a-893d-45eb-8d35-34c1e0ecf143,PASSWORD_RESET,user,e3c038a1-119b-498d-b919-4f2ccd74c3ab,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.110.190.60,2026-08-20 16:43:44
81a763e5-c579-4d8f-8a2d-13001b0cf895,76e2cac0-b7a9-4d34-8f4f-ab68b2a3fa98,MARKS_ENTRY,course_enrollments,06686ee0-670a-489f-b559-03d952c5ce85,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.101.91.17,2026-08-17 12:46:09
1489a2f6-2024-4be2-85c1-75dc503846ad,05acca3d-7e6f-4a8b-a6c3-756524af8c27,PASSWORD_RESET,user,ebadd42b-0f06-4a06-aaf8-c13f4a63505a,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.228.20.41,2026-08-24 04:17:00
a9fb6fef-840f-4e5a-9101-b9cc1947885b,5798a575-53c1-4c68-944a-247916787b98,MARKS_ENTRY,course_enrollments,42b332ef-6fb2-4aac-80a3-9f493e0d270f,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.194.27.164,2026-08-14 07:46:21
34c327f3-a6cb-4fc5-ada4-63738cdd0403,6a00deb8-3aab-4ee8-b2a8-60fc90e48a38,LOGIN,user,735be009-bc5f-4894-adef-5dfb1d0d3f5a,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.219.70.196,2026-08-27 04:36:03
3dceb603-80de-4004-859e-75007ab16d35,f8d240ff-1251-4907-bcd9-b210a97e4606,SKILL_ADDED,student_skills,cd199eb1-43d8-4b8d-9bc7-0c18a4ef5e2f,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.36.57.244,2026-08-14 04:22:33
3816c5d0-4ce3-40a5-aa99-47114fea66a0,26cb44bf-18c9-47b8-a4ab-0213bd868d2c,MARKS_ENTRY,course_enrollments,a0d0e0d6-0c8b-4c18-a1a5-d78a1580102e,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.228.126.47,2026-08-21 23:32:23
77346df9-1217-4a56-9016-d49bb6e7fbcc,cc9f7ce6-9d65-4215-ba43-ba503e3ad67a,PASSWORD_RESET,user,75108b4a-da8a-4e8a-a818-2cceadea7e72,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.142.85.166,2026-08-03 02:54:48
e1710bc1-6e5d-4079-a803-039f39b7b19f,09b4b684-57bb-4907-9e48-80ccdb529ff3,LOGOUT,user,60b161d8-85ce-44fa-991e-94fc5009f71e,"{""source"": ""web"", ""note"": ""LOGOUT event""}",10.25.43.213,2026-09-06 08:26:10
8ce62c43-ef05-4176-a005-fe03c44666e1,b3880a00-a454-493c-89ee-e5325e020f15,PROFILE_UPDATE,student_profiles,e3fe866c-dbb1-4aba-80b4-9d91ce050083,"{""source"": ""web"", ""note"": ""PROFILE_UPDATE event""}",10.77.74.155,2026-09-09 04:01:48
e715c3ac-4ecc-4c56-9468-9f25047e6928,35a063b1-4c29-49f8-bf78-42dfa9fa4b43,RISK_REVIEWED,weak_student_radar,1e31d147-ece8-4b89-9587-adeade8de8c3,"{""source"": ""web"", ""note"": ""RISK_REVIEWED event""}",10.139.73.115,2026-08-25 21:54:55
7ccc4f13-c6dd-4c89-ad45-253316ce9595,b7130350-5df4-4678-a863-969b60021709,SKILL_ADDED,student_skills,0ae7427a-8c8a-4ad0-8e97-a647c858baa9,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.207.210.206,2026-09-08 13:42:35
1fb22255-7774-4f3c-9c6b-2b9a5ade7934,ca68b771-0bff-4014-8396-2fad48a2eb81,COURSE_ASSIGNED,faculty_course_assignments,7d7aa893-863d-487b-bd48-d4a519d027ec,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.124.65.211,2026-08-04 11:00:56
71a98679-f210-4951-bd2f-5e6fd657151f,bf673391-70de-4201-8c75-9b8228056eaa,ATTENDANCE_MARKED,attendance_records,2236a429-c630-4ce6-a1e8-5fac96db02d1,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.133.163.245,2026-08-26 22:08:20
22695444-8252-4ed1-89fe-8b9972657675,54944c54-8592-4aaa-860e-6b69ffef0a0d,PLACEMENT_STATUS_UPDATE,placement_readiness,e17b5d73-cc75-4765-9d50-f84316cd9aa7,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.6.106.147,2026-08-12 01:55:19
7fee7bce-edbd-4df4-b4ef-eb5da75bbf07,2e0be8a9-da84-42a2-8473-f997b38b094f,COURSE_ASSIGNED,faculty_course_assignments,b3cd7058-5da1-43c8-ba5d-b97f40bb9b31,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.10.35.121,2026-08-19 16:50:54
e823bd75-a22c-4ecf-8fcb-44616d6f4aae,b89ec6fe-3649-4a98-a856-7211a66b5bd6,PLACEMENT_STATUS_UPDATE,placement_readiness,469d5995-a7ac-4729-b661-d068d9964066,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.219.87.217,2026-09-01 20:59:58
ca1b756c-47a6-4309-8627-a4d51019000c,503b9c5f-b5eb-493e-818f-731c4f51a2b9,LOGOUT,user,b44796d0-fb4d-483d-bd5d-62f445053328,"{""source"": ""web"", ""note"": ""LOGOUT event""}",10.185.239.25,2026-08-01 02:11:35
962610a3-353a-4921-9395-27215d86451c,69a5c00e-2d8f-4b06-9299-7e821b772d95,ATTENDANCE_MARKED,attendance_records,5103e04f-ea3c-43d4-8213-86c40cccca4d,"{""source"": ""web"", ""note"": ""ATTENDANCE_MARKED event""}",10.56.71.185,2026-09-07 10:38:09
f2bb1e34-ccf9-40f4-904b-0d232018771d,ad80ef54-4bca-4977-bdbd-886f47c73caf,PASSWORD_RESET,user,a4ac9115-ac6a-4f0a-8ec4-4eb67b3e75b3,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.112.180.75,2026-08-28 01:34:53
400d8179-9a75-482c-8ec5-f98276f57f03,6ac00c1f-7af5-4b21-89b3-a16de98c6b1d,COURSE_ASSIGNED,faculty_course_assignments,b1b32c76-822a-40bc-9d26-9167f8dc77b0,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.84.226.75,2026-08-30 03:40:11
3316e26f-2d28-4894-9003-d7eda7a32021,7ec07bd3-ca69-4fb2-bff4-9b943f0189c5,PASSWORD_RESET,user,5549a2ec-5138-474e-b4f7-90641d5bee4a,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.247.216.221,2026-08-30 05:46:04
24426af2-6290-4ddb-9705-8477b42cc50a,a989e01d-a333-4a05-a9b7-5c3d45b601de,SKILL_ADDED,student_skills,e56eaa37-4322-4d1a-81ed-1c3f0db61389,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.203.86.242,2026-08-07 01:12:25
a4fef1c2-1630-4367-850d-819df219d147,118433a7-cba4-4d46-ac36-7ad556097966,SKILL_ADDED,student_skills,1f53b453-63b9-4155-a8e9-d395a8ccd88c,"{""source"": ""web"", ""note"": ""SKILL_ADDED event""}",10.36.125.80,2026-09-07 10:47:59
bb3d2fc5-8816-4664-b8a8-3844f3666ad3,525dc285-9869-4697-a459-bcea99231a7a,PLACEMENT_STATUS_UPDATE,placement_readiness,a7477bc6-6c9f-4eef-ade9-c5d52b1e8ee2,"{""source"": ""web"", ""note"": ""PLACEMENT_STATUS_UPDATE event""}",10.188.243.94,2026-08-08 07:14:35
064b1e75-ef1c-49c2-85b4-0bd40abdf784,05776afb-8ea4-4f82-90fc-c56b467843b0,MARKS_ENTRY,course_enrollments,9b069aac-2171-42c9-9f57-f80f3a9dab73,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.150.31.248,2026-08-07 09:24:20
16269c91-b650-439a-8301-8fe257036f55,7d58fb59-7a55-47f8-8a2f-5e51683c7d8e,MARKS_ENTRY,course_enrollments,33fa091c-ab1d-46f6-9ea0-594a0f00ac20,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.212.88.26,2026-08-22 02:48:41
a8fbd5d2-f9f5-4261-907b-a909d6059ab3,ca61775b-0208-48d9-bdd9-a98e9e7ced38,LOGIN,user,e6570ee2-42df-488f-b0fe-ae446f3d5726,"{""source"": ""web"", ""note"": ""LOGIN event""}",10.48.142.54,2026-08-12 04:46:24
c547da0e-8add-4883-b72b-5123d89903e2,af3b4b0c-7bad-41f8-b7fd-ecfa5f725595,MARKS_ENTRY,course_enrollments,6b100eca-b3fb-4efa-bfb7-b4f5951af52e,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.163.219.71,2026-08-14 22:08:20
c3c46c6e-7637-45c8-b34a-4d246a1957c6,82cb21f6-af79-4a7f-89db-47e817e29622,COURSE_ASSIGNED,faculty_course_assignments,0b53a7ef-8ac5-419c-bc63-27c957a668a8,"{""source"": ""web"", ""note"": ""COURSE_ASSIGNED event""}",10.226.158.6,2026-08-26 15:44:07
52e276e5-ffc6-408b-b700-c1ac9597bfec,8deae36c-03ed-4aa2-9da7-13eb5800a16a,PASSWORD_RESET,user,6b4639ea-6197-4d09-9e8e-cdfd1fb0b57c,"{""source"": ""web"", ""note"": ""PASSWORD_RESET event""}",10.97.16.187,2026-08-05 06:32:03
5f6c5ee7-6efd-4435-baee-c21812f330d7,83cd8d96-ba70-4580-8edf-1ae6f0a2aeb3,MARKS_ENTRY,course_enrollments,b901349a-8827-4ef1-b9b8-e4063ffbb843,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.237.68.216,2026-08-02 18:56:21
dbdc82dc-a42c-4285-8a28-d70eabe911d2,3b8a08e8-f81f-4616-95cb-5216dead0fd8,RISK_REVIEWED,weak_student_radar,691c075c-823d-4341-be4c-332607a6dadd,"{""source"": ""web"", ""note"": ""RISK_REVIEWED event""}",10.150.243.132,2026-08-02 15:05:18
4b8bb784-ff78-40cc-9266-95ddc307cf25,1e5d67c9-4be9-4436-a691-cbef706853e4,MARKS_ENTRY,course_enrollments,1e580a24-97dd-46ba-8325-b84976eeebd2,"{""source"": ""web"", ""note"": ""MARKS_ENTRY event""}",10.36.120.11,2026-09-07 01:36:31
