id,student_id,skill_name,category,proficiency_level,progress_pct,is_verified,verification_source,certification_issuer,certification_date,credential_id,credential_url,evidence_url
da9363f9-ebb5-4f2e-990c-2ceefd114331,4b13df1a-81b9-4031-8a44-e4a93d035ee6,Linux,Systems,ADVANCED,99.2,True,NPTEL,NPTEL,2025-06-21,CRED-6EFEEB90FA,https://credentials.example.com/CRED-6EFEEB90FA,https://credentials.example.com/CRED-6EFEEB90FA
cf88f002-9f7a-48df-8373-2172ec3b475f,c7dc9f61-161f-406d-b9de-82b00c1645ad,Deep Learning,AI/ML,BEGINNER,24.1,False,,,,,,
1bb21f82-fbd8-4e99-b3ad-a12415c5ed27,c7dc9f61-161f-406d-b9de-82b00c1645ad,Data Structures & Algorithms,Core CS,ADVANCED,69.1,True,AWS Training,AWS Training,2025-04-02,CRED-69A1FDCDC7,https://credentials.example.com/CRED-69A1FDCDC7,https://credentials.example.com/CRED-69A1FDCDC7
03bd8039-7a64-49a0-9f89-617e2c8aec18,c7dc9f61-161f-406d-b9de-82b00c1645ad,Linux,Systems,INTERMEDIATE,36.0,True,Udemy,Udemy,2026-01-13,CRED-D37874C790,https://credentials.example.com/CRED-D37874C790,https://credentials.example.com/CRED-D37874C790
88e3d3a6-cd4a-452c-b1db-821be026fa53,5041cb6b-2d2d-43cc-9b2a-623e3d68809a,Deep Learning,AI/ML,EXPERT,100.0,True,Microsoft,Microsoft,2026-07-12,CRED-ACA8CB559A,https://credentials.example.com/CRED-ACA8CB559A,https://credentials.example.com/CRED-ACA8CB559A
7245e61b-5579-496f-8205-5897eebe11fe,205ab441-ba97-4d3e-94c9-31da22e5306f,Excel,Data Analytics,BEGINNER,30.9,True,AWS Training,AWS Training,2026-08-04,CRED-82ABF18FFF,https://credentials.example.com/CRED-82ABF18FFF,https://credentials.example.com/CRED-82ABF18FFF
321a2887-b24e-4f8c-a36b-587d19357309,205ab441-ba97-4d3e-94c9-31da22e5306f,Data Structures & Algorithms,Core CS,ADVANCED,78.8,True,Coursera,Coursera,2025-09-17,CRED-69600B6B87,https://credentials.example.com/CRED-69600B6B87,https://credentials.example.com/CRED-69600B6B87
2ae19bc2-6652-422f-85f8-755f08569cc1,205ab441-ba97-4d3e-94c9-31da22e5306f,Linux,Systems,BEGINNER,41.0,False,,,,,,
a0aa7625-f87f-4dbd-83ec-fde496763c03,205ab441-ba97-4d3e-94c9-31da22e5306f,Docker,DevOps,BEGINNER,25.2,False,,,,,,
c10802b8-fd9c-4788-bd9c-da6980f05b33,205ab441-ba97-4d3e-94c9-31da22e5306f,Power BI,Data Analytics,INTERMEDIATE,63.0,True,Microsoft,Microsoft,2025-08-22,CRED-6B17B07DE2,https://credentials.example.com/CRED-6B17B07DE2,https://credentials.example.com/CRED-6B17B07DE2
0780798c-c655-4d2b-847d-0f68fb4576b6,73313afa-c5b3-4404-a6fd-cefad75d1eb6,Machine Learning,AI/ML,INTERMEDIATE,71.9,False,,,,,,
6645dad8-18c5-42bc-af1c-3c14719ad243,73313afa-c5b3-4404-a6fd-cefad75d1eb6,Excel,Data Analytics,ADVANCED,73.4,True,AWS Training,AWS Training,2025-08-22,CRED-F27AD54E38,https://credentials.example.com/CRED-F27AD54E38,https://credentials.example.com/CRED-F27AD54E38
93b9d2af-e820-4828-840c-695b5ab8b0b5,73313afa-c5b3-4404-a6fd-cefad75d1eb6,SQL,Database,BEGINNER,22.2,False,,,,,,
300c8ff3-2850-4c8a-94e1-d9b789839f91,73313afa-c5b3-4404-a6fd-cefad75d1eb6,Figma,Design,INTERMEDIATE,57.0,False,,,,,,
39df31c4-55f9-40e9-bf39-729b1cc4bda6,73313afa-c5b3-4404-a6fd-cefad75d1eb6,MongoDB,Database,INTERMEDIATE,56.9,False,,,,,,
4a5e8765-0e57-4352-a4a3-23607bd463e5,6090a4c3-d95b-464f-bfeb-ba44374e5431,Node.js,Web Development,ADVANCED,93.4,True,Udemy,Udemy,2026-05-05,CRED-B43622ABFC,https://credentials.example.com/CRED-B43622ABFC,https://credentials.example.com/CRED-B43622ABFC
4d19101c-3eb7-4734-ad5f-8234005b5a27,bf0e18dc-22a1-49a0-810f-640c425d4b32,Java,Programming,BEGINNER,41.3,False,,,,,,
fe282852-7de7-4e91-b9f4-c49ae32892a9,bf0e18dc-22a1-49a0-810f-640c425d4b32,AWS,Cloud,INTERMEDIATE,58.2,False,,,,,,
31772919-ce2f-409b-98d1-5a4e4e25d49b,dbbd36ea-a403-4737-8c04-fc22f1633c9a,MongoDB,Database,ADVANCED,89.2,True,Udemy,Udemy,2025-01-27,CRED-75C1C27710,https://credentials.example.com/CRED-75C1C27710,https://credentials.example.com/CRED-75C1C27710
859e55ae-f4a2-4aee-a527-c93e17acc2cd,dbbd36ea-a403-4737-8c04-fc22f1633c9a,Git,Tools,INTERMEDIATE,59.3,True,Google,Google,2025-06-17,CRED-AF5CF66AC4,https://credentials.example.com/CRED-AF5CF66AC4,https://credentials.example.com/CRED-AF5CF66AC4
3b58811b-94f4-475c-9b6e-f63ba36a1d2d,dbbd36ea-a403-4737-8c04-fc22f1633c9a,Excel,Data Analytics,INTERMEDIATE,44.4,False,,,,,,
9252bad2-1ccf-4828-98fc-915254672f7d,dbbd36ea-a403-4737-8c04-fc22f1633c9a,Deep Learning,AI/ML,BEGINNER,21.9,False,,,,,,
f5581ddc-ab85-49a9-9e1b-9334b590f577,dbbd36ea-a403-4737-8c04-fc22f1633c9a,Java,Programming,ADVANCED,84.1,True,Microsoft,Microsoft,2025-08-02,CRED-00A8343730,https://credentials.example.com/CRED-00A8343730,https://credentials.example.com/CRED-00A8343730
6f9461a4-1eed-42b9-bdcf-b8c0fcd8b84d,5da8fb5e-cd61-4859-8000-017fe7bdd278,Git,Tools,ADVANCED,76.8,True,Coursera,Coursera,2026-01-20,CRED-0DC20164EE,https://credentials.example.com/CRED-0DC20164EE,https://credentials.example.com/CRED-0DC20164EE
e5ddddf5-6c4f-482b-8b1b-58cea340de70,5da8fb5e-cd61-4859-8000-017fe7bdd278,JavaScript,Programming,EXPERT,100.0,False,,,,,,
167737a6-1335-4c68-bfd2-99c60df70cd1,5da8fb5e-cd61-4859-8000-017fe7bdd278,Python,Programming,BEGINNER,20.9,True,NPTEL,NPTEL,2025-07-31,CRED-16FDA0CCEB,https://credentials.example.com/CRED-16FDA0CCEB,https://credentials.example.com/CRED-16FDA0CCEB
062c1657-83e4-42e5-9f66-fb94f8ca1617,5da8fb5e-cd61-4859-8000-017fe7bdd278,MongoDB,Database,EXPERT,90.6,False,,,,,,
45a6f92c-0192-47f9-8f31-f82ebe6406c8,5da8fb5e-cd61-4859-8000-017fe7bdd278,Deep Learning,AI/ML,INTERMEDIATE,69.6,False,,,,,,
4d8a069b-ca2c-48e4-9581-572d64450c7d,1fc6613b-54fd-4adc-a5df-889c7946c6f1,SQL,Database,BEGINNER,26.7,False,,,,,,
26717303-b4e4-4f18-8914-db01ed405687,c5bc9879-c820-4812-84d9-b40ce5074d05,TensorFlow,AI/ML,EXPERT,88.9,True,AWS Training,AWS Training,2025-02-25,CRED-D40CFAED10,https://credentials.example.com/CRED-D40CFAED10,https://credentials.example.com/CRED-D40CFAED10
5c23ca1b-b0d5-4eb8-8f3d-c3a149d033a3,c5bc9879-c820-4812-84d9-b40ce5074d05,Figma,Design,BEGINNER,21.3,True,AWS Training,AWS Training,2025-09-05,CRED-9F06537526,https://credentials.example.com/CRED-9F06537526,https://credentials.example.com/CRED-9F06537526
5e89bdb4-d9de-4b32-9655-3661e0442fdb,03311a3d-c10e-4431-ab52-3e503cb2ecd6,Python,Programming,BEGINNER,36.8,False,,,,,,
7a5bae0f-aed3-4db8-ae27-69e1bb5733b0,03311a3d-c10e-4431-ab52-3e503cb2ecd6,Excel,Data Analytics,ADVANCED,89.7,True,Google,Google,2026-08-19,CRED-2C7542F716,https://credentials.example.com/CRED-2C7542F716,https://credentials.example.com/CRED-2C7542F716
e6f2d9c4-260c-40d7-b0fc-7a3a53104a35,be3597b2-e328-41e3-8625-f0f063f73070,Java,Programming,EXPERT,95.1,True,NPTEL,NPTEL,2026-05-30,CRED-A84C244A97,https://credentials.example.com/CRED-A84C244A97,https://credentials.example.com/CRED-A84C244A97
5e980bc6-6611-4ab4-af24-4da75ed0b98c,be3597b2-e328-41e3-8625-f0f063f73070,Deep Learning,AI/ML,BEGINNER,42.6,False,,,,,,
80e81b9e-f225-442a-8dab-d802ae2698c9,8f752177-8b62-4d2d-8600-9b05fbe2169b,MongoDB,Database,INTERMEDIATE,58.6,False,,,,,,
91331af9-e3a6-4164-aa3e-5c33b79fd67e,a9219240-e534-4273-b0b8-7b591cdfd764,Excel,Data Analytics,BEGINNER,28.8,False,,,,,,
efaffb06-4da1-4ed7-a344-abab878c0daa,a9219240-e534-4273-b0b8-7b591cdfd764,TensorFlow,AI/ML,ADVANCED,84.5,True,NPTEL,NPTEL,2026-05-19,CRED-E74E9222E6,https://credentials.example.com/CRED-E74E9222E6,https://credentials.example.com/CRED-E74E9222E6
968e2f67-39cc-4609-8105-8ff51206d469,a9219240-e534-4273-b0b8-7b591cdfd764,Python,Programming,INTERMEDIATE,70.2,False,,,,,,
f7bfdd66-b4ef-4e26-80a8-5b17a8e6936c,a9219240-e534-4273-b0b8-7b591cdfd764,AWS,Cloud,INTERMEDIATE,58.2,False,,,,,,
0c47bfc4-32dd-419c-a7a7-17f5af621e22,5ec4f153-e109-4264-964c-73d252319f0e,Java,Programming,INTERMEDIATE,57.0,True,Microsoft,Microsoft,2026-06-19,CRED-7DA9D67786,https://credentials.example.com/CRED-7DA9D67786,https://credentials.example.com/CRED-7DA9D67786
2f63bd78-ee9f-4ae4-9654-bd0b502c05c1,bd0bfff1-aa08-469f-ace3-025aed67e75a,Linux,Systems,BEGINNER,7.8,True,Coursera,Coursera,2026-06-21,CRED-DC9E72B30A,https://credentials.example.com/CRED-DC9E72B30A,https://credentials.example.com/CRED-DC9E72B30A
e8d55bae-10c5-46ca-8043-23db0af88470,1ca793cc-1198-435a-9f94-a3e8496154bb,C++,Programming,BEGINNER,26.7,False,,,,,,
164e542e-60d0-4935-9949-e29df2deea83,1ca793cc-1198-435a-9f94-a3e8496154bb,Deep Learning,AI/ML,INTERMEDIATE,63.8,False,,,,,,
e85ccfba-3c9a-4257-86e3-52dfb309f9d6,1ca793cc-1198-435a-9f94-a3e8496154bb,Docker,DevOps,INTERMEDIATE,67.9,True,Coursera,Coursera,2025-11-12,CRED-AFED5DF46A,https://credentials.example.com/CRED-AFED5DF46A,https://credentials.example.com/CRED-AFED5DF46A
d022f3a4-f999-4de5-a385-160d1902b0d7,f66e0d59-bc27-4097-96db-9ccc9fd6b509,Node.js,Web Development,ADVANCED,72.4,True,Udemy,Udemy,2026-04-13,CRED-FD2270EDCC,https://credentials.example.com/CRED-FD2270EDCC,https://credentials.example.com/CRED-FD2270EDCC
4b343646-1964-42ba-875a-c1c4bdb54f4e,f66e0d59-bc27-4097-96db-9ccc9fd6b509,Data Structures & Algorithms,Core CS,INTERMEDIATE,79.1,False,,,,,,
d188e3c5-a127-4c9b-b491-59d79e19c2cf,c854faf3-84cd-4da5-a49a-3239315a747a,Java,Programming,INTERMEDIATE,57.9,True,NPTEL,NPTEL,2025-05-17,CRED-7ECD6F2B47,https://credentials.example.com/CRED-7ECD6F2B47,https://credentials.example.com/CRED-7ECD6F2B47
aa19bf13-fb3d-487d-a9da-c9647fe0316d,468d5573-23a5-4e70-910f-a6582f4a9796,Kubernetes,DevOps,INTERMEDIATE,55.1,False,,,,,,
e9cb5479-7155-4ced-97dd-9ef4dc5709fb,468d5573-23a5-4e70-910f-a6582f4a9796,Python,Programming,BEGINNER,28.1,False,,,,,,
9f17180d-25fb-4de0-bc77-5b671db0a4de,468d5573-23a5-4e70-910f-a6582f4a9796,AWS,Cloud,BEGINNER,39.2,True,Coursera,Coursera,2026-04-09,CRED-402F681453,https://credentials.example.com/CRED-402F681453,https://credentials.example.com/CRED-402F681453
7cbcecaf-c65f-41f7-a980-cb9e067c1fc1,5b77e068-e415-428f-9c47-56281164a8d0,Java,Programming,ADVANCED,94.8,False,,,,,,
fe281da0-ac06-4dc0-bd58-fa3333a702b0,5b77e068-e415-428f-9c47-56281164a8d0,Figma,Design,INTERMEDIATE,55.9,False,,,,,,
cde0a9ab-8c7c-4dd7-a154-9965eb38d873,5b77e068-e415-428f-9c47-56281164a8d0,Python,Programming,BEGINNER,27.4,False,,,,,,
2d419e0b-bd9f-4d5c-9946-66175660cdf6,c0c6d86b-6877-425e-b5e2-5b6cea1e2664,Power BI,Data Analytics,BEGINNER,32.6,True,Udemy,Udemy,2026-08-13,CRED-5A2E645E34,https://credentials.example.com/CRED-5A2E645E34,https://credentials.example.com/CRED-5A2E645E34
5b43ba57-c2bb-43c2-9608-063161ecd1a5,c0c6d86b-6877-425e-b5e2-5b6cea1e2664,Figma,Design,BEGINNER,47.5,True,Microsoft,Microsoft,2025-01-30,CRED-A0A8F40B20,https://credentials.example.com/CRED-A0A8F40B20,https://credentials.example.com/CRED-A0A8F40B20
d3bde162-c62e-4a06-8bc3-b2d34aa1f29a,274e5dc2-8313-420e-af64-62d711c5d8a9,Linux,Systems,INTERMEDIATE,51.7,False,,,,,,
559443f8-7dbc-431b-8ec6-5528931d370c,274e5dc2-8313-420e-af64-62d711c5d8a9,JavaScript,Programming,ADVANCED,60.6,True,NPTEL,NPTEL,2025-01-19,CRED-40617C9D9E,https://credentials.example.com/CRED-40617C9D9E,https://credentials.example.com/CRED-40617C9D9E
53520a3e-c92d-4e2a-a5a2-67fd0a5a2873,274e5dc2-8313-420e-af64-62d711c5d8a9,Power BI,Data Analytics,ADVANCED,77.1,False,,,,,,
a78893da-38a3-4a28-9b3c-2a86ab31046d,274e5dc2-8313-420e-af64-62d711c5d8a9,TensorFlow,AI/ML,BEGINNER,10.9,False,,,,,,
e2a588c5-65ed-48c4-b22c-0fb751f5fe49,274e5dc2-8313-420e-af64-62d711c5d8a9,Data Structures & Algorithms,Core CS,BEGINNER,23.4,False,,,,,,
48298cdd-1419-463b-9692-62de43bccf5a,a41bfbe4-df25-4d9a-b39c-deffd5136493,Power BI,Data Analytics,INTERMEDIATE,57.7,True,Coursera,Coursera,2026-06-01,CRED-18C43B65C7,https://credentials.example.com/CRED-18C43B65C7,https://credentials.example.com/CRED-18C43B65C7
a2588dba-0d31-44d2-8c90-885d75efd5de,a41bfbe4-df25-4d9a-b39c-deffd5136493,Linux,Systems,BEGINNER,20.0,False,,,,,,
9ef97536-850c-4746-a502-e6bb252866ce,a41bfbe4-df25-4d9a-b39c-deffd5136493,Python,Programming,ADVANCED,65.6,True,AWS Training,AWS Training,2025-10-15,CRED-6E7CC9A191,https://credentials.example.com/CRED-6E7CC9A191,https://credentials.example.com/CRED-6E7CC9A191
420f2d63-6745-4445-9b6c-960602deeb72,a41bfbe4-df25-4d9a-b39c-deffd5136493,Java,Programming,BEGINNER,32.0,False,,,,,,
30ea55db-103b-432b-a2bf-b2cba2301dfe,f099bf6e-1119-4e3a-ad70-6afc47697f2d,Python,Programming,INTERMEDIATE,58.0,False,,,,,,
a4cbfb35-2f60-4a6c-b607-a45b9a46b266,3d2634ae-ac32-4d69-96a0-46233b2d7dad,Power BI,Data Analytics,BEGINNER,26.6,False,,,,,,
2669262f-007c-4246-8544-ab55ebac18b1,3d2634ae-ac32-4d69-96a0-46233b2d7dad,C++,Programming,ADVANCED,91.6,True,Microsoft,Microsoft,2026-05-30,CRED-1ACD054E89,https://credentials.example.com/CRED-1ACD054E89,https://credentials.example.com/CRED-1ACD054E89
b2e408f4-a610-4441-8dd2-3cd4d68e2bc6,3d2634ae-ac32-4d69-96a0-46233b2d7dad,JavaScript,Programming,EXPERT,83.5,False,,,,,,
6ed6c053-0c80-4177-b742-aac0f9e79277,3d2634ae-ac32-4d69-96a0-46233b2d7dad,MongoDB,Database,ADVANCED,75.7,True,Google,Google,2025-12-12,CRED-5EAF2FD18E,https://credentials.example.com/CRED-5EAF2FD18E,https://credentials.example.com/CRED-5EAF2FD18E
1e139d34-63a1-42d9-a023-a489d5a163d6,907b3117-be17-490e-b321-815152024843,Excel,Data Analytics,BEGINNER,11.8,False,,,,,,
aa0141ea-0810-4286-99e7-23d0b6a054c9,907b3117-be17-490e-b321-815152024843,Power BI,Data Analytics,BEGINNER,37.5,False,,,,,,
1f42d6dd-d9bd-40b7-ad2c-bacea01e5718,367906ff-ef0a-467c-89ba-6fadff57f435,Git,Tools,BEGINNER,32.0,True,Google,Google,2026-04-24,CRED-348BAB2FC6,https://credentials.example.com/CRED-348BAB2FC6,https://credentials.example.com/CRED-348BAB2FC6
43dd1c63-3ff2-4871-856d-a4ed669f36ca,5f98ac60-2390-4b08-b203-436e27e21256,Java,Programming,ADVANCED,61.9,True,AWS Training,AWS Training,2025-01-30,CRED-F6AD02DFDF,https://credentials.example.com/CRED-F6AD02DFDF,https://credentials.example.com/CRED-F6AD02DFDF
5da1e297-4859-4dbb-b82f-d0dac5c36b60,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,Linux,Systems,ADVANCED,82.0,True,Google,Google,2025-02-01,CRED-3EAAF86EE6,https://credentials.example.com/CRED-3EAAF86EE6,https://credentials.example.com/CRED-3EAAF86EE6
d8f266f5-4820-4464-8c07-6111bca4965a,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,Excel,Data Analytics,INTERMEDIATE,62.8,True,AWS Training,AWS Training,2025-01-05,CRED-96C7B984A1,https://credentials.example.com/CRED-96C7B984A1,https://credentials.example.com/CRED-96C7B984A1
46cb1d9d-c6da-46bb-b779-1972acda172a,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,Kubernetes,DevOps,INTERMEDIATE,58.3,False,,,,,,
bf1c3897-b403-45e5-a99a-b7f7c0d469fa,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,SQL,Database,ADVANCED,81.2,True,Coursera,Coursera,2025-08-25,CRED-D09C6B57E8,https://credentials.example.com/CRED-D09C6B57E8,https://credentials.example.com/CRED-D09C6B57E8
36b5269f-19c6-42bf-b1aa-57d00935dbae,a28a7e4f-6327-4d2a-9fb6-c5a24dd9c085,C++,Programming,BEGINNER,27.8,True,Microsoft,Microsoft,2025-10-05,CRED-8592EED737,https://credentials.example.com/CRED-8592EED737,https://credentials.example.com/CRED-8592EED737
a6a9aee1-35f7-4f3b-b77d-3f84db70717d,b2ed1d86-f2ea-4994-bb8a-a6d29c11d68f,Kubernetes,DevOps,ADVANCED,80.1,True,NPTEL,NPTEL,2026-08-09,CRED-C629867D9A,https://credentials.example.com/CRED-C629867D9A,https://credentials.example.com/CRED-C629867D9A
20e7a60b-6e92-4292-92fa-e01e718f2b19,62635a52-79be-4983-a930-e0a4dddc561a,SQL,Database,ADVANCED,60.1,False,,,,,,
e13d1a5d-26fc-4b31-ae78-d87e4190f10d,62635a52-79be-4983-a930-e0a4dddc561a,JavaScript,Programming,ADVANCED,70.4,False,,,,,,
6a6fde3f-e0be-437f-bfce-52061a822656,62635a52-79be-4983-a930-e0a4dddc561a,Machine Learning,AI/ML,INTERMEDIATE,56.7,False,,,,,,
9e2a0ff4-3b9c-4853-b59e-983e61a78157,62635a52-79be-4983-a930-e0a4dddc561a,Power BI,Data Analytics,BEGINNER,22.3,False,,,,,,
f5f6e340-3853-468a-b55f-ed29c7bfe4bf,62635a52-79be-4983-a930-e0a4dddc561a,Kubernetes,DevOps,INTERMEDIATE,48.4,True,NPTEL,NPTEL,2025-08-30,CRED-DE9FBB6B26,https://credentials.example.com/CRED-DE9FBB6B26,https://credentials.example.com/CRED-DE9FBB6B26
0b53b8d4-13e7-4700-80bb-63a4e7f6d8cf,7200bf7a-08c0-4ca4-9c0e-6d596569e2a1,Power BI,Data Analytics,INTERMEDIATE,71.4,False,,,,,,
9983b110-9b0a-4d8b-b03b-58fe92243608,7200bf7a-08c0-4ca4-9c0e-6d596569e2a1,TensorFlow,AI/ML,EXPERT,100.0,False,,,,,,
400dd49a-0402-4b26-89ac-7ad62a245574,7200bf7a-08c0-4ca4-9c0e-6d596569e2a1,C++,Programming,ADVANCED,66.1,False,,,,,,
7176c0bb-1257-44b3-a22b-abbcd35510ba,d0a7a248-1401-4ba2-90c5-fcb92e59123f,Figma,Design,ADVANCED,65.5,False,,,,,,
1ed1ec87-7304-4a9c-a0fd-b9ac532da220,d0a7a248-1401-4ba2-90c5-fcb92e59123f,Kubernetes,DevOps,INTERMEDIATE,53.8,True,Microsoft,Microsoft,2026-03-27,CRED-DB95F48C35,https://credentials.example.com/CRED-DB95F48C35,https://credentials.example.com/CRED-DB95F48C35
ea87d9a8-c1d8-46ec-acf0-9b0dea8744c8,d0a7a248-1401-4ba2-90c5-fcb92e59123f,Docker,DevOps,BEGINNER,31.2,False,,,,,,
03577adc-71be-4cd4-ae16-a0b91a5e0e39,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,Power BI,Data Analytics,INTERMEDIATE,41.1,False,,,,,,
750353da-0e38-43b4-90f3-39b34da0fa4a,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,Python,Programming,ADVANCED,67.1,False,,,,,,
c9314f50-b329-4859-9d80-de017e510d37,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,TensorFlow,AI/ML,ADVANCED,81.1,False,,,,,,
b0a626db-3cda-42bf-9700-6a4edc2cd5f0,2edafeee-b273-45ff-8ad6-7fa3a827fdbd,SQL,Database,BEGINNER,31.8,False,,,,,,
4e55d08b-f6e0-48e9-9f57-50ff8a584eb6,95367de5-7130-4f76-8f84-a68859c30c97,Git,Tools,BEGINNER,14.8,False,,,,,,
3906fdfe-ed2b-4bac-b36e-b6acdd3a56a9,95367de5-7130-4f76-8f84-a68859c30c97,Python,Programming,ADVANCED,100.0,False,,,,,,
17ad8548-b3c6-4492-a017-176c4804596e,95367de5-7130-4f76-8f84-a68859c30c97,Data Structures & Algorithms,Core CS,ADVANCED,86.1,True,AWS Training,AWS Training,2025-06-15,CRED-348EA935C6,https://credentials.example.com/CRED-348EA935C6,https://credentials.example.com/CRED-348EA935C6
425a99c5-21bc-4125-b1a1-b8fc68395edd,f1f11b54-ca1b-49d1-88b5-b9f36a57a9b0,React,Web Development,ADVANCED,70.3,True,Coursera,Coursera,2025-09-20,CRED-473067522F,https://credentials.example.com/CRED-473067522F,https://credentials.example.com/CRED-473067522F
beaf100f-28cf-477e-aa0b-3e40bddf929d,7006ec6d-87ac-480b-86ea-a9b8143bc4ed,Docker,DevOps,INTERMEDIATE,57.8,False,,,,,,
ef5bb37d-2c8a-452d-8c53-a3f114b66aff,7006ec6d-87ac-480b-86ea-a9b8143bc4ed,MongoDB,Database,BEGINNER,35.4,False,,,,,,
a850d7c2-69c6-470b-857e-98f972bb9932,735fac46-561e-4e9b-8fab-1744b8f7309c,SQL,Database,INTERMEDIATE,61.7,True,NPTEL,NPTEL,2026-07-24,CRED-F239332B7A,https://credentials.example.com/CRED-F239332B7A,https://credentials.example.com/CRED-F239332B7A
c0659f2f-c404-4bad-9bd2-bf4be120bf28,b6661307-cbf4-43cd-93c7-7bfebc22236a,Excel,Data Analytics,INTERMEDIATE,65.6,False,,,,,,
185e7fad-b25e-4195-8cbe-d7046e83205a,b6661307-cbf4-43cd-93c7-7bfebc22236a,TensorFlow,AI/ML,ADVANCED,84.3,False,,,,,,
40585146-cb6f-48c3-8f60-59d0f79af862,b6661307-cbf4-43cd-93c7-7bfebc22236a,Git,Tools,ADVANCED,94.1,True,Udemy,Udemy,2025-05-31,CRED-0D8B475ED8,https://credentials.example.com/CRED-0D8B475ED8,https://credentials.example.com/CRED-0D8B475ED8
7ad459ea-fc6e-4969-8d1d-836bb6ad1fb3,112ea380-f370-463c-abad-540b5bc5b02c,Git,Tools,INTERMEDIATE,55.1,False,,,,,,
9bbe241d-2fc3-414c-981c-f9a23d0db931,112ea380-f370-463c-abad-540b5bc5b02c,TensorFlow,AI/ML,BEGINNER,29.7,False,,,,,,
aafe95cd-0341-42d6-b71d-b845a3a034e9,112ea380-f370-463c-abad-540b5bc5b02c,Java,Programming,BEGINNER,30.0,False,,,,,,
