id,student_id,company_name,role_title,start_date,end_date,status,stipend,description,certificate_url
5d00b954-39eb-4855-b0b5-39333e3a9322,c60210a0-2054-4976-8d04-93b5738010b0,Zoho,Frontend Developer Intern,2026-05-07,2026-06-21,COMPLETED,5000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-31dba674.pdf
0bd0fd1e-6213-45f5-9c7f-b03e219f27a0,8e7667bf-cb57-4dad-89a5-464570b930cf,College R&D Cell,Cloud Support Intern,2026-06-26,2026-08-25,COMPLETED,20000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-effe72ab.pdf
db1c3af6-508f-4bae-8e03-c37276e692c1,51d648a0-b49b-4f64-aa29-413ad1d43861,TCS,Frontend Developer Intern,2026-06-11,2026-07-11,COMPLETED,25000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-6d90d1ea.pdf
28c0f9f2-c445-4a60-a89a-05f7a3503f67,1d634bcb-1e4c-4d83-ad56-01a45c2b82c0,Mindtree,Software Development Intern,2026-05-11,,ONGOING,0.0,Worked as ml intern on real-world projects.,
4106554a-a9ba-48fb-ad95-bc40f3a93198,651b7fa7-b45d-4d55-9113-33adab00051b,College R&D Cell,Cloud Support Intern,2026-06-05,2026-07-05,COMPLETED,25000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-c866ab83.pdf
caef55cd-4e19-4625-846a-7fcbf7888438,873b1707-ebea-41fe-9627-6f38c5b22743,HCLTech,ML Intern,2026-06-15,2026-07-30,COMPLETED,20000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-2fcbdad8.pdf
82ec8a31-6705-4cee-9b50-9aa7210489e4,16654cf5-0dbe-46ca-bc6d-bc0eb686f04b,Infosys,ML Intern,2026-05-12,2026-07-11,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-0bdfae8f.pdf
5c124faa-2021-4502-9c5b-55acf61d6a9b,5dddf8ec-f9e6-4e05-a2be-5df1892fbd38,HCLTech,QA Intern,2026-06-07,2026-07-22,COMPLETED,0.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-9f25680e.pdf
dae5e431-9805-4450-9232-7082892120c6,9c967545-2216-46fa-95ce-5f15db52a6ca,Tech Mahindra,Frontend Developer Intern,2026-05-24,,ONGOING,5000.0,Worked as cloud support intern on real-world projects.,
543a6370-141a-45f7-9a5e-5c5cdf0eb249,fa5e4ff9-07c0-4945-919e-ffcfc2b67440,TCS,QA Intern,2026-06-08,2026-09-06,COMPLETED,20000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-c66d9221.pdf
7fee25c5-1ebf-473e-8113-d2144721468d,a8d23c1d-41bc-431c-b13a-ec8771147638,Persistent Systems,Data Analyst Intern,2026-06-13,,ONGOING,25000.0,Worked as qa intern on real-world projects.,
33aefe39-7e5e-4fe3-a381-08cdf1f7c6fe,7076cf5b-b6ce-4b9a-8766-4819cdebceff,Wipro,Backend Developer Intern,2026-05-08,2026-06-22,COMPLETED,15000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-0965f07d.pdf
812a2ff0-a7c5-4c14-ba6d-0b0d4598ce48,11fa9fa2-4971-40a3-9dc2-e676e2b27a4c,Accenture,Data Analyst Intern,2026-06-08,2026-07-23,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-895d9f43.pdf
cfedddac-2f72-4595-9577-3897be0cd202,d7d9c1fb-61f8-4826-9244-4fc724c10503,TCS,Cloud Support Intern,2026-06-18,2026-08-17,COMPLETED,8000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-81990a78.pdf
611c2f42-bbfe-4039-901f-50d3bcfb228b,5860d71c-eeb2-43f9-bf23-d369127d562c,L&T Infotech,Data Analyst Intern,2026-05-06,2026-06-20,COMPLETED,8000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-3079b44b.pdf
c51aacf3-d7ed-4d52-96eb-9e2133921f76,30cc6b23-8c66-463f-8a89-32002c807ecc,Wipro,Backend Developer Intern,2026-05-27,2026-07-11,COMPLETED,10000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-2195cca0.pdf
7ffaecae-f244-4980-ab37-2f8b5b82b8b5,13a15c8e-cfc3-45d7-8968-d1eed581e232,IBM,Frontend Developer Intern,2026-05-02,,ONGOING,10000.0,Worked as cloud support intern on real-world projects.,
c885569b-9f01-4a77-b1c5-5c28cbfcad15,35e42779-079f-425d-9f2f-266fbb0c4d19,Mindtree,Research Intern,2026-05-12,2026-07-11,COMPLETED,20000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-5d35db0c.pdf
1d212980-1cbb-49e8-801a-7a3cfed097ec,03a9127e-d63e-41b3-8bee-89755be92428,Cognizant,Research Intern,2026-06-17,,ONGOING,15000.0,Worked as data analyst intern on real-world projects.,
1cedaa2a-05a0-4697-9a71-91eca6303828,4a1f8d7b-dbcf-4242-96c7-ef9d6aeb0e10,Infosys,QA Intern,2026-05-30,2026-08-28,COMPLETED,5000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-17b0e423.pdf
ef99251b-d49e-4cd7-b5e7-c98abc0e241d,32c44be7-76c1-4d77-a22e-66f87fb71acd,Mindtree,ML Intern,2026-06-17,2026-08-01,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ea20fa49.pdf
2c5e8d21-e851-4733-bf56-8ca0ea6050aa,44e310ef-e692-422a-a593-c9867b6155d8,Accenture,Frontend Developer Intern,2026-06-26,,ONGOING,8000.0,Worked as backend developer intern on real-world projects.,
d624c2ba-f73a-4d72-baab-0f3509e588ed,af70f11a-dacf-4a55-906f-d0f616848658,Startup - Fyndbridge,Data Analyst Intern,2026-05-25,,ONGOING,8000.0,Worked as qa intern on real-world projects.,
44cb5ddc-73ff-4764-8ab8-a75d14593030,03a9826d-4b05-4977-b633-909e5cab854f,Wipro,Cloud Support Intern,2026-05-25,2026-06-24,COMPLETED,10000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-f5590d43.pdf
f8d1cad0-a35a-4e6e-ab2c-d7c7818374f5,8afbbc17-5de9-41d9-8309-09ea87c46621,TCS,Research Intern,2026-05-21,2026-07-20,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-89f37057.pdf
b3e945e4-70cd-4c69-b494-8e65a597229c,bb1407aa-54d3-4443-bcf8-26a6e4b53711,Local Startup,Cloud Support Intern,2026-06-29,,ONGOING,15000.0,Worked as qa intern on real-world projects.,
95fc7dfe-e450-424b-af5a-1b0c4478030d,409cf411-6e95-4cdb-b382-448abd0c129a,L&T Infotech,Cloud Support Intern,2026-06-06,,ONGOING,10000.0,Worked as ml intern on real-world projects.,
f87dcc55-8523-48fc-afb2-fd0ca06a953f,f5a9cfac-58d1-4b44-9fe1-0b48e485a3ec,Tech Mahindra,Data Analyst Intern,2026-05-27,,ONGOING,0.0,Worked as ml intern on real-world projects.,
c334b3d6-2825-431f-9569-f29140f1af37,95a87c74-750e-4a67-a9cd-e11e462e8260,Wipro,Frontend Developer Intern,2026-06-23,2026-08-07,COMPLETED,0.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-47a681f7.pdf
ce4d3e88-0606-4acd-8044-0505ef9d238b,feb55156-cb88-4ab3-b9f6-de2ba4ee6975,Mindtree,QA Intern,2026-06-26,2026-08-25,COMPLETED,10000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-23107b29.pdf
57d5f217-9169-4e23-a926-586b1da558df,511dc1d1-cdaa-440c-9440-19f6e47c84c0,HCLTech,Frontend Developer Intern,2026-05-08,,ONGOING,8000.0,Worked as frontend developer intern on real-world projects.,
0c381bed-a22a-4318-89c9-3fe3ae226a0f,c29d5a7c-2e78-4cd7-99ba-38b001cfbfd6,Local Startup,Research Intern,2026-06-21,,ONGOING,10000.0,Worked as data analyst intern on real-world projects.,
d5a6453f-b422-4298-86c4-be9c5404aff9,67acaf37-09d1-4ba8-9fb0-589c1c22065d,Deloitte,QA Intern,2026-05-22,2026-07-21,COMPLETED,0.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-6c44eb7f.pdf
c4edadc5-ceea-481a-b2b3-e24df050157b,cd3921df-af1c-4e1a-a800-7743ad60fb5c,Capgemini,Cloud Support Intern,2026-05-26,2026-06-25,COMPLETED,25000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ef9b48f1.pdf
0a9e3e08-4292-47ff-b7a8-f34594c5ea56,05aff4fc-0ef5-40ff-99ad-8b7c67374707,Accenture,Software Development Intern,2026-06-04,,ONGOING,8000.0,Worked as ml intern on real-world projects.,
3b79d2e8-f470-4043-8931-2706b92c2b43,32601f4c-ac26-46dc-b11f-f30daa1e54e4,Amazon,Backend Developer Intern,2026-05-10,2026-08-08,COMPLETED,8000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-40e94969.pdf
bc5fb0c6-8dd2-49d1-8149-848ab656e38a,f0ea0fe2-f9e9-4a52-ae84-3efa8051a3be,College R&D Cell,QA Intern,2026-05-10,2026-07-09,COMPLETED,15000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-73ba375b.pdf
97219e94-e542-4b21-b128-5e5296126dba,37ded831-df02-41b6-b566-5b713bf15bb6,Persistent Systems,Research Intern,2026-06-16,2026-07-16,COMPLETED,10000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-de736846.pdf
e3f03db9-dd07-469f-b847-8fcf2f5d7775,e309f6c1-3d89-4582-be44-594c355de08f,Deloitte,QA Intern,2026-06-11,,ONGOING,0.0,Worked as research intern on real-world projects.,
04ba4666-d5ab-4a5e-90c8-d2840c3361e2,d126ca15-f173-4e5d-81d2-5cd2c3c6e19c,Capgemini,Frontend Developer Intern,2026-05-04,2026-07-03,COMPLETED,10000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-54e55e4a.pdf
bdcf9a98-090f-4e17-8329-9ee8d994c41b,97b50ebe-91e6-4fb0-a91c-135abc8331ca,Startup - Fyndbridge,Frontend Developer Intern,2026-05-19,2026-08-17,COMPLETED,5000.0,Worked as frontend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-e7facfe2.pdf
f2855678-db81-4df1-89b1-7b0a976f0e0b,9e562acb-851d-41d2-9875-9842ea42fe88,Accenture,Data Analyst Intern,2026-06-06,2026-07-06,COMPLETED,20000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-a138018f.pdf
673bd0f7-9681-4cd5-a877-890c7504b6df,53d735ae-0b66-4612-8de1-45b5b36f2c5a,Cognizant,Cloud Support Intern,2026-06-04,2026-09-02,COMPLETED,15000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ba83d5cc.pdf
fffcb16b-6359-4546-84cb-90e412276a68,3a834626-4b2d-40ad-af64-391d6d26242d,Cognizant,Backend Developer Intern,2026-06-19,2026-08-03,COMPLETED,20000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-af7f5ef6.pdf
8cac992d-b820-489b-9b97-fb6c1e941855,74abd212-9d4f-46c8-be47-9e8f5727300d,L&T Infotech,Research Intern,2026-05-21,,ONGOING,25000.0,Worked as software development intern on real-world projects.,
b3d6ad4c-1444-44f6-a230-c6116b894ffe,40a61690-bf42-4f59-b592-9457a1d8c464,Accenture,ML Intern,2026-05-18,2026-07-02,COMPLETED,25000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-988d27ff.pdf
aa5d8b20-12a7-4689-aa3b-7d4af51617bf,f30d26fc-0427-4381-98e0-0e50c28045fb,TCS,Cloud Support Intern,2026-05-22,,ONGOING,15000.0,Worked as frontend developer intern on real-world projects.,
b441481b-cdf7-4018-bcb1-acf2f43d2bb0,e61fd452-72da-45f6-b3e1-ffdfc86b08a4,Deloitte,Research Intern,2026-05-23,,ONGOING,0.0,Worked as research intern on real-world projects.,
896916a0-ec87-4e99-9acf-be4eb911a986,6be14b8c-0196-4b0b-9d4b-004b38ebc617,Cognizant,ML Intern,2026-05-11,2026-07-10,COMPLETED,25000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7984fbcb.pdf
5b9e263f-87dd-4f86-9fe9-b30c748d000d,f4117b48-c67c-4811-b11a-54f6915e8a0c,IBM,Frontend Developer Intern,2026-05-03,2026-08-01,COMPLETED,10000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-4cfa3bd5.pdf
24f7859d-3dd1-4388-b246-bd0190db80c8,55697575-391b-42dd-9dc0-dcb8731eca1e,Infosys,Software Development Intern,2026-06-01,,ONGOING,5000.0,Worked as software development intern on real-world projects.,
ec599b1f-431f-4a72-9afd-e847d6325e5a,525bfd9d-a612-44ee-8e81-ef48eabb894d,Infosys,Research Intern,2026-05-09,2026-07-08,COMPLETED,15000.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7c993622.pdf
9821cec8-4321-4ec2-9928-77cfd5ec2623,269f24b3-58ce-47dd-8a6b-7b68527d99f2,Accenture,Backend Developer Intern,2026-06-08,,ONGOING,20000.0,Worked as ml intern on real-world projects.,
e2e4a5a5-3952-4edc-a980-15e2a4333502,88219d4a-a97b-4b75-9e38-4c94f25cd48b,TCS,Research Intern,2026-06-25,2026-09-23,COMPLETED,5000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-366fb9cd.pdf
8ef1cb8f-001e-4cbb-83ce-97ee39321381,b3239f25-5c50-49dc-b7c0-fd98ab5456bf,Accenture,Backend Developer Intern,2026-06-15,2026-09-13,COMPLETED,10000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-38197be8.pdf
824426a4-f73a-4195-a6ee-1f91c638e772,7c75b225-ecc7-4ec6-9fb5-7cee1f85a4dd,L&T Infotech,Cloud Support Intern,2026-06-26,2026-09-24,COMPLETED,20000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-dc206b5a.pdf
6aea7003-b201-452d-9cda-99792681d0cb,785d959e-1fcb-4e0b-80ac-961a576e2de7,Zoho,Backend Developer Intern,2026-05-25,2026-08-23,COMPLETED,8000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-1a1f1a6f.pdf
61d8f733-afe8-411f-ab09-d13a63cf159e,b8bab9af-cec0-4a8b-85fc-d98b5443a947,Amazon,Backend Developer Intern,2026-05-15,2026-06-14,COMPLETED,0.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-dbeb4add.pdf
14d278de-c300-4bd8-a06f-fa657fece878,74a9e869-de7e-4294-a9db-43bf84ddaf50,Cognizant,Research Intern,2026-06-07,2026-08-06,COMPLETED,20000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-6813b77a.pdf
77324488-7807-4ad2-9013-466254e2eda4,eb76e531-fa90-469e-807c-bc232e0a73a0,L&T Infotech,QA Intern,2026-05-26,,ONGOING,15000.0,Worked as backend developer intern on real-world projects.,
3dcd9c1f-b8a8-441d-ba7b-fcc39b65c507,b9fcac30-d6a3-4ac4-95a0-b316aff02fca,College R&D Cell,Data Analyst Intern,2026-06-05,2026-08-04,COMPLETED,25000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ce1dd6bf.pdf
8a7514c7-c2e4-4511-ae21-fdc845ca37a8,060c54fb-3acf-4454-819a-df7b0a864180,TCS,ML Intern,2026-05-12,2026-06-11,COMPLETED,8000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-719e8c73.pdf
f8029c4a-321a-4bfe-8a3c-bb1858e96ba2,3d9eab84-39bd-4398-924e-d4bde31ceafa,Infosys,Frontend Developer Intern,2026-06-21,,ONGOING,20000.0,Worked as backend developer intern on real-world projects.,
9459e56c-2735-4e82-808d-2f04e42ab336,7cdbec41-40fc-45b1-baa0-866168310536,Amazon,Data Analyst Intern,2026-05-04,2026-06-03,COMPLETED,10000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-5305d411.pdf
2e5fbf79-7d35-4da2-a6c2-56de717fef0b,b40e55ae-7bb5-450d-aaa5-155e291d0046,Startup - Fyndbridge,ML Intern,2026-05-27,2026-06-26,COMPLETED,0.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-38a2f140.pdf
aa2931b6-c8b2-40f8-a9ef-1ad26415b548,823d85ef-1672-4f4f-8b06-059d1129579a,Tech Mahindra,QA Intern,2026-05-29,2026-08-27,COMPLETED,10000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-409e3222.pdf
baba4b7e-be48-49ae-a982-ab9a8e2c05b0,3e46d505-2fd9-47ff-b13c-80a943f9d246,Local Startup,Cloud Support Intern,2026-06-27,2026-09-25,COMPLETED,8000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7052b6de.pdf
ff8a4ed8-fdfd-417b-a7f4-7bd62da7e336,7b7d7936-b75a-4cbe-9593-943778684fb4,Deloitte,ML Intern,2026-06-18,2026-08-17,COMPLETED,10000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-db733603.pdf
b9eac347-73b1-4e48-ab41-842336cfaf85,9ae3f69a-3ffc-4e8f-bee1-79a1633f7fbf,HCLTech,Software Development Intern,2026-05-13,,ONGOING,5000.0,Worked as frontend developer intern on real-world projects.,
517e08d5-40ae-41da-9cdc-135f0120662a,deb6a728-497e-4877-a2b7-ded660d752c7,Accenture,Cloud Support Intern,2026-05-02,,ONGOING,5000.0,Worked as research intern on real-world projects.,
b03b5936-8432-4b9b-a861-71c3da5fcefe,3b50e299-3d7d-4930-b4cf-92592a695386,College R&D Cell,Backend Developer Intern,2026-05-21,2026-06-20,COMPLETED,10000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-8ba92093.pdf
f2799c98-1c70-4ad1-a784-b8d6cbb84db9,eb7d525d-e602-43a2-a132-5005c5eee06f,Mindtree,Frontend Developer Intern,2026-06-15,2026-09-13,COMPLETED,0.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-2fb36dbf.pdf
0f19cc0a-95f6-4ce2-8684-3eb179424356,c2572c78-b004-4558-ad44-e3da0b944e15,Tech Mahindra,QA Intern,2026-06-01,2026-07-01,COMPLETED,0.0,Worked as cloud support intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-b799c546.pdf
6c5bdc42-aa08-4dac-92e2-55dc1b6906cd,e48e6ce2-dd6c-4fe7-91a5-eba6b6bd31f7,Amazon,Backend Developer Intern,2026-05-02,,ONGOING,10000.0,Worked as software development intern on real-world projects.,
23beba9e-64d2-4c8e-b05c-bd2125fe3268,36f2379d-78de-4d65-877a-2b58d3bd9f74,Tech Mahindra,QA Intern,2026-05-20,,ONGOING,15000.0,Worked as frontend developer intern on real-world projects.,
ba5b4f5c-e29e-4c0f-a31d-8a6a06671239,34fc5131-35f5-473f-8560-d0b7f26793cc,TCS,Frontend Developer Intern,2026-05-26,,ONGOING,8000.0,Worked as backend developer intern on real-world projects.,
b005f1d5-570e-425e-a0d2-0fb2afb3f9e3,66706043-191b-4978-bcee-88fc3847c5eb,Tech Mahindra,Research Intern,2026-05-14,2026-06-28,COMPLETED,8000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-2756638c.pdf
fdd7bc68-eb58-4f19-b043-f83e24ea5c8e,b40fb687-23f0-48d4-97e7-06ee10eaa637,Infosys,Software Development Intern,2026-06-19,,ONGOING,25000.0,Worked as cloud support intern on real-world projects.,
fd49e4ca-956c-42f9-afd1-00789cabcab3,cb4109b1-62f0-4b8b-b1cb-053f576e0a2c,TCS,Software Development Intern,2026-05-18,,ONGOING,8000.0,Worked as frontend developer intern on real-world projects.,
43e741f1-dcad-4ede-bbf4-2d1cae68b246,a878b80e-c659-4726-9ee6-c5bf26b25e52,Local Startup,ML Intern,2026-05-14,2026-06-28,COMPLETED,0.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-f3e47bdb.pdf
5bb87a58-286e-4ee6-bb14-3dd1921040f9,68cea994-64a6-4b86-b344-0632669b7994,Deloitte,Software Development Intern,2026-06-18,,ONGOING,5000.0,Worked as backend developer intern on real-world projects.,
7f2b7cc3-419e-4e46-93f6-88c666a7d458,5eb719b3-9ae8-48fe-8966-3b5a861f8eb3,Startup - Fyndbridge,QA Intern,2026-05-14,,ONGOING,0.0,Worked as software development intern on real-world projects.,
1b270ce6-1325-4ec6-80ad-91b785108601,f56e1cba-b38d-4c6a-a91e-e0776085cdd4,HCLTech,Software Development Intern,2026-05-29,2026-06-28,COMPLETED,25000.0,Worked as research intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-01b67791.pdf
0970f99f-c717-4899-9645-36f057364aea,51149241-b68b-4cb2-82a6-759e074803ea,Capgemini,ML Intern,2026-06-10,2026-09-08,COMPLETED,8000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-eebbf6e5.pdf
69fa085a-c58e-4200-9bde-3440bcf1f358,e4915405-4783-4351-a245-ef87e9424594,College R&D Cell,Backend Developer Intern,2026-05-13,2026-06-12,COMPLETED,25000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-5f6ea43b.pdf
d3600de6-7951-4e1f-b8fd-5d98bf9360f2,5a454b5e-09ef-41e5-99ab-a798fed98b9b,Local Startup,Software Development Intern,2026-06-22,2026-08-06,COMPLETED,8000.0,Worked as ml intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-4a307c8c.pdf
fb921119-4653-4f0e-9d40-ad2dccbb8d33,50eb809a-0c1a-4f40-a68f-e6d652d82df5,Tech Mahindra,Cloud Support Intern,2026-06-20,2026-08-19,COMPLETED,0.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-6b80b8ba.pdf
d224bcc4-60a2-4d07-9d84-a9a896fbd9e7,9f4f4382-b43c-43f7-afd6-7f42cc95e525,Persistent Systems,Backend Developer Intern,2026-06-21,2026-09-19,COMPLETED,15000.0,Worked as qa intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-2d11ebd1.pdf
a96faf43-58d8-4dbf-ab2c-928200d05a24,dbbe3465-694d-4fc3-8214-7195c6034655,Cognizant,Data Analyst Intern,2026-06-06,2026-07-21,COMPLETED,20000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-e0552b0d.pdf
e06d84e5-766c-4d2e-98b0-e9049bf39716,2e2b1ef9-16ac-4184-aa15-e1150f6ac482,Deloitte,QA Intern,2026-05-21,2026-07-20,COMPLETED,0.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-7df9c57c.pdf
72ae830d-2ad1-4601-b55f-9f4832e335d8,f520acfc-42f8-4810-9793-1442a4009adf,L&T Infotech,Software Development Intern,2026-06-29,2026-07-29,COMPLETED,10000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-44db0978.pdf
171f9ce3-841e-4c4e-a85c-7606860ac1a8,61ce7a25-8966-4297-b408-3fb30cbc9394,Zoho,Research Intern,2026-06-24,2026-09-22,COMPLETED,25000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-ecdeb289.pdf
2f49ac15-7ea7-4880-93ad-5540b0c3d272,94bc0fca-5f06-450c-b0e9-dd58fca94c97,Capgemini,Frontend Developer Intern,2026-06-20,2026-09-18,COMPLETED,8000.0,Worked as data analyst intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-a29dcd38.pdf
03ba70d3-2aa4-42a0-96bb-7ad592cac9d4,7b6a435e-5b61-4f0f-905d-dbe4d65d6a6e,Accenture,Cloud Support Intern,2026-06-09,,ONGOING,8000.0,Worked as software development intern on real-world projects.,
8eb603d4-5068-4e72-9f2d-7ce29e59c228,12ffdd35-1983-4516-84ba-e5c05354fd16,Accenture,Frontend Developer Intern,2026-06-07,2026-07-22,COMPLETED,8000.0,Worked as software development intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-109406dc.pdf
6d229855-2c10-4dbc-b03e-8a8977618704,96f05d64-345a-4f30-ac9a-a5d401c71c6f,Mindtree,QA Intern,2026-05-23,2026-06-22,COMPLETED,20000.0,Worked as backend developer intern on real-world projects.,https://uei-certs.s3.amazonaws.com/intern-35a6519c.pdf
