id,student_id,course_id,risk_score,risk_level,primary_risk_factor,shap_explanation,flagged_at,reviewed_by_faculty_id,faculty_intervention_notes,is_intervened,reviewed_at
de66b5d2-7538-415b-afe3-778ed0dd97e3,62635a52-79be-4983-a930-e0a4dddc561a,5297007a-130e-5341-af7a-4e9027c2dadf,0.39,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.004, ""midterm_marks"": -0.049, ""cumulative_cgpa"": -0.085, ""backlog_count"": 0.07}",2026-09-06 07:00:00,15ca48fc-df67-512c-815e-c085107e9c59,,False,
c74d41c2-d907-4f58-ace4-252e771afa1e,7200bf7a-08c0-4ca4-9c0e-6d596569e2a1,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.46,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.129, ""midterm_marks"": -0.118, ""cumulative_cgpa"": -0.045, ""backlog_count"": 0.029}",2026-09-13 20:00:00,15ca48fc-df67-512c-815e-c085107e9c59,Mentoring session scheduled; attendance follow-up assigned.,True,2026-09-15 20:00:00
027de417-ad1d-43bd-a013-86074f6d5960,7006ec6d-87ac-480b-86ea-a9b8143bc4ed,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,0.57,MEDIUM,Low attendance & missed continuous assessments; Active backlog affecting current course load,"{""attendance_pct"": -0.042, ""midterm_marks"": -0.167, ""cumulative_cgpa"": -0.17, ""backlog_count"": -0.419}",2026-09-15 15:00:00,aea15467-f034-51f8-bc1b-18594762d5ce,Referred to academic counselor; parents notified.,True,2026-09-20 15:00:00
aa662f6d-71a1-4a55-bae4-146f489dd575,112ea380-f370-463c-abad-540b5bc5b02c,40d412e8-fc3b-5972-8ff2-90b35de8a2d3,0.53,MEDIUM,Declining midterm performance vs. previous semesters; Active backlog affecting current course load,"{""attendance_pct"": -0.104, ""midterm_marks"": -0.106, ""cumulative_cgpa"": -0.049, ""backlog_count"": -0.26, ""peer_study_group"": 0.095}",2026-09-05 03:00:00,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,One-on-one discussion held; student committed to improvement plan.,True,2026-09-07 03:00:00
865a2a09-6169-4530-a037-bf6d7c620c8a,72678c82-38a3-423a-a567-7f09511ce1cb,539f9c66-84f9-5b19-943a-cb15d62bbc33,0.39,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.06, ""midterm_marks"": -0.025, ""cumulative_cgpa"": -0.135, ""backlog_count"": -0.001}",2026-09-15 03:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
941bbee6-2e80-4d4d-a53c-929ddc9129fe,391e48f1-7d0b-40be-92c6-592eda356258,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.64,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.16, ""midterm_marks"": -0.127, ""cumulative_cgpa"": -0.078, ""backlog_count"": -0.013}",2026-09-02 19:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,Referred to academic counselor; parents notified.,True,2026-09-06 19:00:00
bfe8d39c-c9d3-430a-a50e-0aab00b1f26b,27853259-68b6-46ee-99d2-e2cd051972fb,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.45,MEDIUM,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.074, ""midterm_marks"": -0.084, ""cumulative_cgpa"": -0.241, ""backlog_count"": 0.02}",2026-09-05 11:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,Extra remedial classes recommended for weak topics.,True,2026-09-07 11:00:00
1f5e0601-806d-45c8-93f4-1f2745b22bae,fabd594b-c2b4-4d6f-a344-573d868164d8,817d9a6f-e405-58f8-991b-373c31bd4e25,0.51,HIGH,Declining midterm performance vs. previous semesters; Active backlog affecting current course load,"{""attendance_pct"": -0.035, ""midterm_marks"": -0.155, ""cumulative_cgpa"": -0.068, ""backlog_count"": -0.207, ""peer_study_group"": 0.092}",2026-09-03 01:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,Mentoring session scheduled; attendance follow-up assigned.,True,2026-09-06 01:00:00
0ff1b759-605b-423d-bcb9-691b3bfd3064,fd8f6e7a-d896-47c4-8950-0208bf34097f,29f10515-0a52-55f4-896b-fa882e11e38e,0.55,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.111, ""midterm_marks"": -0.023, ""cumulative_cgpa"": -0.097, ""backlog_count"": -0.041}",2026-09-04 04:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
8c96d5bd-8924-432a-a39e-0ff02cc2b7e2,064e4451-fbcc-4e2c-98df-4c9392264c60,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.33,MEDIUM,Low attendance & missed continuous assessments; Declining midterm performance vs. previous semesters,"{""attendance_pct"": -0.044, ""midterm_marks"": -0.083, ""cumulative_cgpa"": -0.027, ""backlog_count"": -0.037}",2026-09-12 11:00:00,3a618d80-06ca-5715-898b-c91424935f9c,Referred to academic counselor; parents notified.,True,2026-09-15 11:00:00
b86106a0-6241-4324-bac2-6c09a9e291ef,28f45d5e-3ca4-414c-8d8f-ef6292be852f,c697ab81-ffed-5fa6-9b51-be0954571d20,0.37,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.021, ""midterm_marks"": -0.063, ""cumulative_cgpa"": -0.191, ""backlog_count"": -0.01}",2026-09-06 06:00:00,096bae8a-b448-52a4-b11b-94f573db47d7,Mentoring session scheduled; attendance follow-up assigned.,True,2026-09-08 06:00:00
c45b2bdd-e6cd-4fe3-88c2-83d1bd1bcdce,51d648a0-b49b-4f64-aa29-413ad1d43861,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.5,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.036, ""midterm_marks"": -0.068, ""cumulative_cgpa"": -0.089, ""backlog_count"": -0.058, ""peer_study_group"": 0.033}",2026-09-10 07:00:00,c21ecdfa-6821-58f3-80ad-01ad42723c64,,False,
a5a81090-4a76-463a-9b5f-dfc339b31b8e,ceb67719-fd3d-4a91-9763-0a1afac5f32b,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.52,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.071, ""midterm_marks"": -0.085, ""cumulative_cgpa"": -0.182, ""backlog_count"": 0.001}",2026-09-14 04:00:00,096bae8a-b448-52a4-b11b-94f573db47d7,,False,
11dfa1f7-66ab-4197-82e4-a579f891d855,1d634bcb-1e4c-4d83-ad56-01a45c2b82c0,2bc3bd90-0760-5d47-9467-5a5992c412e5,0.61,HIGH,Declining midterm performance vs. previous semesters; Active backlog affecting current course load,"{""attendance_pct"": -0.04, ""midterm_marks"": -0.127, ""cumulative_cgpa"": -0.059, ""backlog_count"": -0.244}",2026-09-02 02:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,Peer tutoring arranged with a senior student.,True,2026-09-06 02:00:00
3d3f1839-1ed8-472b-a075-d0044ab2e09a,bc76a678-df74-48ec-bbe8-baf2133f63bf,29f10515-0a52-55f4-896b-fa882e11e38e,0.35,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.058, ""midterm_marks"": -0.146, ""cumulative_cgpa"": -0.128, ""backlog_count"": -0.006}",2026-09-10 18:00:00,d800e811-1ab0-565d-8548-728e67072757,,False,
62ecc2ca-f114-4bea-a6da-43af2dcdb92a,16654cf5-0dbe-46ca-bc6d-bc0eb686f04b,005078bd-c539-5c44-a631-7e7dd9fb778c,0.48,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.166, ""midterm_marks"": -0.14, ""cumulative_cgpa"": -0.145, ""backlog_count"": -0.013, ""peer_study_group"": 0.037}",2026-09-12 17:00:00,be990cb0-426f-5d38-9745-d477c185f5eb,,False,
ba4132d5-9a12-483b-b07e-78dac9ab06b9,c66ec193-2cd1-4f45-ac3f-fa1caba2ffe8,730c5632-33dc-5e69-a798-6135043a47aa,0.37,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.118, ""midterm_marks"": -0.051, ""cumulative_cgpa"": -0.089, ""backlog_count"": 0.026}",2026-09-14 09:00:00,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,,False,
d0b73221-89b8-4fb3-a6ed-d57e06dfdd6b,68ad6e38-e6f8-4388-b448-f7cc37d53371,21e87180-7538-5689-922d-8889674702ed,0.53,HIGH,Declining midterm performance vs. previous semesters; Active backlog affecting current course load,"{""attendance_pct"": -0.049, ""midterm_marks"": -0.111, ""cumulative_cgpa"": -0.079, ""backlog_count"": -0.375, ""peer_study_group"": 0.03}",2026-09-09 07:00:00,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,,False,
6c53b33d-06b7-47bb-82b3-eb9df9039424,5dddf8ec-f9e6-4e05-a2be-5df1892fbd38,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,0.5,MEDIUM,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.11, ""midterm_marks"": -0.116, ""cumulative_cgpa"": -0.13, ""backlog_count"": 0.008}",2026-09-12 16:00:00,c21ecdfa-6821-58f3-80ad-01ad42723c64,Mentoring session scheduled; attendance follow-up assigned.,True,2026-09-13 16:00:00
e23d4918-a390-4d44-b760-7ec74fb2605e,63d9ec0d-a6d8-48ff-8f36-5298388ca746,730c5632-33dc-5e69-a798-6135043a47aa,0.38,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.065, ""midterm_marks"": -0.109, ""cumulative_cgpa"": -0.048, ""backlog_count"": 0.029}",2026-09-08 00:00:00,d800e811-1ab0-565d-8548-728e67072757,,False,
4123ec3e-9741-4abd-b41c-81e789cf5720,18be0e32-197e-4df0-8948-2a65eafedaa7,f27d152a-f613-51a3-aea8-0506e5d24c3a,0.42,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.111, ""midterm_marks"": -0.044, ""cumulative_cgpa"": -0.089, ""backlog_count"": -0.038, ""peer_study_group"": 0.021}",2026-09-15 01:00:00,aea15467-f034-51f8-bc1b-18594762d5ce,,False,
55610c93-33b7-4491-908e-e9d281c8a563,e4523ecf-bfdc-4ac6-bc2e-d7311f35c05f,817d9a6f-e405-58f8-991b-373c31bd4e25,0.56,MEDIUM,Declining midterm performance vs. previous semesters; Active backlog affecting current course load,"{""attendance_pct"": -0.025, ""midterm_marks"": -0.085, ""cumulative_cgpa"": -0.131, ""backlog_count"": -0.356}",2026-09-07 05:00:00,aea15467-f034-51f8-bc1b-18594762d5ce,,False,
5abf8d58-cd6e-42c1-bbd4-178bfc577a9a,13a15c8e-cfc3-45d7-8968-d1eed581e232,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,0.58,MEDIUM,Low cumulative CGPA trend; Active backlog affecting current course load,"{""attendance_pct"": -0.042, ""midterm_marks"": -0.055, ""cumulative_cgpa"": -0.088, ""backlog_count"": -0.244}",2026-09-05 20:00:00,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,,False,
3f2c06e7-9907-4471-ab6a-46f8e80bbb33,35e42779-079f-425d-9f2f-266fbb0c4d19,005078bd-c539-5c44-a631-7e7dd9fb778c,0.55,MEDIUM,Low cumulative CGPA trend; Active backlog affecting current course load,"{""attendance_pct"": -0.042, ""midterm_marks"": -0.15, ""cumulative_cgpa"": -0.122, ""backlog_count"": -0.368, ""peer_study_group"": 0.044}",2026-09-09 18:00:00,aea15467-f034-51f8-bc1b-18594762d5ce,Mentoring session scheduled; attendance follow-up assigned.,True,2026-09-12 18:00:00
da5798aa-41a6-497c-afaf-cff00e6d30e6,adb162ca-3c48-4063-a1f7-004a5a975fbb,325f5f11-db40-5f00-816d-d66357e36c70,0.41,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.121, ""midterm_marks"": -0.081, ""cumulative_cgpa"": -0.182, ""backlog_count"": -0.031}",2026-09-14 02:00:00,d0409be6-f753-5863-8426-94a84553a16e,,False,
dc0bae88-0d32-447b-870d-c18474ce2725,adb162ca-3c48-4063-a1f7-004a5a975fbb,817d9a6f-e405-58f8-991b-373c31bd4e25,0.37,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.039, ""midterm_marks"": -0.008, ""cumulative_cgpa"": -0.123, ""backlog_count"": -0.035}",2026-09-14 15:00:00,096bae8a-b448-52a4-b11b-94f573db47d7,,False,
60ff91a8-84e7-4967-a055-dbebedc315d4,5d86059e-9ca8-4411-b11e-8b27b76b339b,c697ab81-ffed-5fa6-9b51-be0954571d20,0.35,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.137, ""midterm_marks"": -0.092, ""cumulative_cgpa"": -0.138, ""backlog_count"": 0.021}",2026-09-15 13:00:00,15ca48fc-df67-512c-815e-c085107e9c59,,False,
8c3fcb9d-4a07-474a-99e0-4bad67f94984,66e3c9d5-2d66-4671-8e86-6cba5ad48d76,21e87180-7538-5689-922d-8889674702ed,0.52,LOW,Low attendance & missed continuous assessments; Declining midterm performance vs. previous semesters,"{""attendance_pct"": -0.064, ""midterm_marks"": -0.034, ""cumulative_cgpa"": -0.095, ""backlog_count"": -0.012, ""peer_study_group"": 0.086}",2026-09-09 09:00:00,be990cb0-426f-5d38-9745-d477c185f5eb,,False,
82c3f939-09cb-437c-8fd5-aff1c83600b0,260211ee-937c-4df8-8848-9c1a0478c2f2,817d9a6f-e405-58f8-991b-373c31bd4e25,0.36,LOW,Low attendance & missed continuous assessments; Declining midterm performance vs. previous semesters,"{""attendance_pct"": -0.026, ""midterm_marks"": -0.094, ""cumulative_cgpa"": -0.071, ""backlog_count"": 0.019}",2026-09-08 10:00:00,d0409be6-f753-5863-8426-94a84553a16e,,False,
eb835677-bf9c-42d9-8288-37c869b7368a,a11c7b94-3d35-4dcf-b26b-40a14c9c4994,f27d152a-f613-51a3-aea8-0506e5d24c3a,0.52,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.068, ""midterm_marks"": -0.153, ""cumulative_cgpa"": -0.114, ""backlog_count"": -0.022, ""peer_study_group"": 0.067}",2026-09-08 11:00:00,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,,False,
b955da0e-3f5d-4bfc-a1ef-008a0eefa77b,08a3fd49-db4f-4293-9631-cbf8c89d0a87,f27d152a-f613-51a3-aea8-0506e5d24c3a,0.52,MEDIUM,Low attendance & missed continuous assessments; Declining midterm performance vs. previous semesters,"{""attendance_pct"": -0.117, ""midterm_marks"": -0.045, ""cumulative_cgpa"": -0.084, ""backlog_count"": -0.047, ""peer_study_group"": 0.103}",2026-09-04 19:00:00,d0409be6-f753-5863-8426-94a84553a16e,Referred to academic counselor; parents notified.,True,2026-09-05 19:00:00
20e8717f-2aad-4153-96f3-bd7463d8266c,3f585e7a-a76b-4a8c-94a4-c4043f78aeee,f8b6ad01-594d-5e52-b325-ed9eb13211e1,0.4,LOW,Low attendance & missed continuous assessments; Declining midterm performance vs. previous semesters,"{""attendance_pct"": -0.163, ""midterm_marks"": -0.079, ""cumulative_cgpa"": -0.059, ""backlog_count"": -0.032, ""peer_study_group"": 0.085}",2026-09-14 17:00:00,d800e811-1ab0-565d-8548-728e67072757,,False,
5d893b4b-0b10-4c66-9eb4-975126439094,3f585e7a-a76b-4a8c-94a4-c4043f78aeee,f27d152a-f613-51a3-aea8-0506e5d24c3a,0.49,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.092, ""midterm_marks"": -0.063, ""cumulative_cgpa"": -0.083, ""backlog_count"": -0.009}",2026-09-11 01:00:00,15ca48fc-df67-512c-815e-c085107e9c59,,False,
a10356c5-098a-423d-a9af-5f925c0dee64,be804ffe-7b1c-4afb-be73-892ffdcaa995,325f5f11-db40-5f00-816d-d66357e36c70,0.46,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.092, ""midterm_marks"": 0.013, ""cumulative_cgpa"": -0.013, ""backlog_count"": -0.012, ""peer_study_group"": 0.103}",2026-09-06 05:00:00,d0409be6-f753-5863-8426-94a84553a16e,,False,
86fdaea4-8f86-4f73-9234-7ef0632d6bf6,bb1407aa-54d3-4443-bcf8-26a6e4b53711,817d9a6f-e405-58f8-991b-373c31bd4e25,0.49,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.049, ""midterm_marks"": -0.011, ""cumulative_cgpa"": -0.111, ""backlog_count"": 0.021}",2026-09-12 02:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
10b29160-a172-40f7-9d39-f532f6de07a5,cbe48a00-dba8-4941-8877-14b9d4018bef,2bc3bd90-0760-5d47-9467-5a5992c412e5,0.39,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.071, ""midterm_marks"": -0.018, ""cumulative_cgpa"": -0.044, ""backlog_count"": -0.006}",2026-09-01 15:00:00,15ca48fc-df67-512c-815e-c085107e9c59,,False,
0d206948-3397-4722-bc5d-af8c0c3764c2,c1083a62-3b14-4f0d-8ffd-1c6cbaae1aff,21e87180-7538-5689-922d-8889674702ed,0.38,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.112, ""midterm_marks"": -0.038, ""cumulative_cgpa"": -0.08, ""backlog_count"": 0.007}",2026-09-02 02:00:00,d0409be6-f753-5863-8426-94a84553a16e,Peer tutoring arranged with a senior student.,True,2026-09-03 02:00:00
b3e56676-6873-466b-abf3-faee6602fec8,f5a9cfac-58d1-4b44-9fe1-0b48e485a3ec,2bc3bd90-0760-5d47-9467-5a5992c412e5,0.41,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.065, ""midterm_marks"": -0.121, ""cumulative_cgpa"": -0.147, ""backlog_count"": -0.012, ""peer_study_group"": 0.047}",2026-09-04 02:00:00,aea15467-f034-51f8-bc1b-18594762d5ce,,False,
55d29494-6d28-4728-ba9d-44befecd4e9b,6acff061-b26f-4ed0-b643-7e8744c10050,730c5632-33dc-5e69-a798-6135043a47aa,0.46,MEDIUM,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.092, ""midterm_marks"": -0.059, ""cumulative_cgpa"": -0.108, ""backlog_count"": 0.035}",2026-09-14 21:00:00,d800e811-1ab0-565d-8548-728e67072757,,False,
62aa7cd9-9b0c-4986-be8f-55731ecf612a,6acff061-b26f-4ed0-b643-7e8744c10050,21e87180-7538-5689-922d-8889674702ed,0.38,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.063, ""midterm_marks"": -0.1, ""cumulative_cgpa"": -0.081, ""backlog_count"": -0.013}",2026-09-05 04:00:00,e22bf2b6-38c3-5617-9c4a-0acd181581d6,,False,
7e72db29-a9e7-46fa-9c62-68e5950ecc4e,6b8a2c7d-2352-4224-b0d2-449f0997b999,a71f945b-22bf-5921-85a0-cb1acd7cb2e6,0.43,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.101, ""midterm_marks"": -0.012, ""cumulative_cgpa"": -0.071, ""backlog_count"": -0.055}",2026-09-13 11:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
c8090366-7ac7-4b82-863c-f7424ef49b85,ca34d703-c5f0-40d3-b570-d57728c74960,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.41,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.101, ""midterm_marks"": -0.118, ""cumulative_cgpa"": -0.05, ""backlog_count"": 0.027}",2026-09-04 05:00:00,b84eb5f1-c2a0-59d4-9839-df45cf02a21f,,False,
c26410eb-1595-4395-b730-5195a0551bea,226cdeb9-2944-4b73-a8db-c0a09e1d6871,945cbb28-3a50-5ed1-8e70-c416ee3f92f0,0.4,LOW,Declining midterm performance vs. previous semesters; Low cumulative CGPA trend,"{""attendance_pct"": -0.073, ""midterm_marks"": -0.074, ""cumulative_cgpa"": 0.019, ""backlog_count"": 0.01}",2026-09-06 13:00:00,096bae8a-b448-52a4-b11b-94f573db47d7,,False,
b249d7b7-f5e7-415f-a797-4b9beb962709,7621896b-a702-43ea-9b6d-0b3ada0972db,c697ab81-ffed-5fa6-9b51-be0954571d20,0.47,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.177, ""midterm_marks"": -0.084, ""cumulative_cgpa"": -0.237, ""backlog_count"": -0.019}",2026-09-14 20:00:00,d800e811-1ab0-565d-8548-728e67072757,,False,
e23a9115-f8a2-45d5-884c-84bab428416c,7621896b-a702-43ea-9b6d-0b3ada0972db,cc6bfe47-d156-5f3c-a0a6-64be53ff1202,0.4,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.101, ""midterm_marks"": -0.073, ""cumulative_cgpa"": -0.178, ""backlog_count"": -0.03}",2026-09-15 20:00:00,d0409be6-f753-5863-8426-94a84553a16e,,False,
b151ac64-0a53-4b54-9b9e-bd54ba30d8bd,cf725189-0502-4882-be60-f008746364e9,c697ab81-ffed-5fa6-9b51-be0954571d20,0.51,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.069, ""midterm_marks"": -0.04, ""cumulative_cgpa"": -0.115, ""backlog_count"": -0.031, ""peer_study_group"": 0.119}",2026-09-02 12:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
4b2d6292-b320-45bd-b29b-e705df108347,b289de15-f628-42c0-9b31-6f3c9c25c66e,539f9c66-84f9-5b19-943a-cb15d62bbc33,0.58,LOW,Low attendance & missed continuous assessments; Low cumulative CGPA trend,"{""attendance_pct"": -0.102, ""midterm_marks"": -0.01, ""cumulative_cgpa"": -0.04, ""backlog_count"": -0.011, ""peer_study_group"": 0.078}",2026-09-03 19:00:00,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,,False,
