id,faculty_id,course_id,section,academic_year,semester,assigned_at
14ecfb5f-a97d-55e3-8ce9-91139432cee8,3a618d80-06ca-5715-898b-c91424935f9c,f8b6ad01-594d-5e52-b325-ed9eb13211e1,E,2026-27,2,2026-07-16
62dc8945-780d-5233-ade6-fdf41eeae242,096bae8a-b448-52a4-b11b-94f573db47d7,f27d152a-f613-51a3-aea8-0506e5d24c3a,E,2026-27,2,2026-07-24
d71b0079-f983-5022-80a4-90d23cfa2969,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,5297007a-130e-5341-af7a-4e9027c2dadf,E,2026-27,2,2026-07-22
a16d2f36-5eb5-5224-bfb4-fb7dc4eba1ca,aea15467-f034-51f8-bc1b-18594762d5ce,c8e42f25-4acd-5f8b-8bce-f0cab27cc71f,E,2026-27,2,2026-07-24
4eabfe26-aefa-56c1-89cf-eaa55c8aa33d,d800e811-1ab0-565d-8548-728e67072757,5ceb5573-0231-5d70-848b-193fcfdb644c,E,2026-27,2,2026-07-17
0a9cbd65-385d-5e90-a3a3-2eab19a88c08,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,29f10515-0a52-55f4-896b-fa882e11e38e,B,2026-27,6,2026-07-15
1984fbbf-a1a7-559e-b52c-c6f5d03ca3c2,a4aa6329-cf7f-5e3f-958c-df3fbeeac2f0,2bc3bd90-0760-5d47-9467-5a5992c412e5,B,2026-27,6,2026-07-22
7c765cf6-e564-5580-8727-b2d6f3142dc5,be990cb0-426f-5d38-9745-d477c185f5eb,d9518e1b-06ba-5f43-b6b9-67d017eaae5d,B,2026-27,6,2026-07-18
a1a4817c-bac2-5cf4-bc50-fe57a8fd886a,be990cb0-426f-5d38-9745-d477c185f5eb,005078bd-c539-5c44-a631-7e7dd9fb778c,B,2026-27,6,2026-07-21
b04e1507-0c9e-5d1a-bc8e-b2ecb6446ae8,c21ecdfa-6821-58f3-80ad-01ad42723c64,539f9c66-84f9-5b19-943a-cb15d62bbc33,B,2026-27,6,2026-07-23
