id,enrollment_id,faculty_id,attendance_date,status,remarks,marked_at
1eb20cff-12da-4dac-beff-ec3d20f20b75,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-06,PRESENT,,2026-08-06 14:00:00
55307313-9eb3-4278-8797-27b762ab380c,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-10,PRESENT,,2026-08-10 10:00:00
2c0b230d-43da-4a52-a443-e9e4700e8d72,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-15,ABSENT,,2026-08-15 13:00:00
8fec4781-84b1-4ad4-999a-519c0c4d160b,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-17,PRESENT,,2026-08-17 11:00:00
fc5f47a7-9e15-4552-a769-782f32174e23,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-19,PRESENT,,2026-08-19 09:00:00
ac4c6085-f01a-4b10-82bd-36838f021d72,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-09-08,PRESENT,,2026-09-08 16:00:00
c2803963-71ad-4ed6-983a-90420e731822,688c3cc5-77c7-c48a-af4e-7f5afcd24255,3a618d80-06ca-5715-898b-c91424935f9c,2026-09-10,PRESENT,,2026-09-10 13:00:00
4f412110-4fa7-4675-8e7c-60325838e32d,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-07-24,PRESENT,,2026-07-24 11:00:00
3ad95fe9-cf0a-4d0c-b729-ba7dbf0307d1,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-06,PRESENT,,2026-08-06 14:00:00
5b53d3d4-42a1-43d0-9330-4f54ada1cc8b,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-07,ABSENT,,2026-08-07 11:00:00
26c647c6-2429-4b68-b5f0-feb99387753a,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-11,PRESENT,,2026-08-11 16:00:00
3e78e435-9b68-479b-8976-1f5318734d9c,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-14,ABSENT,,2026-08-14 16:00:00
20c1568c-a320-42c1-81f4-8731fd684555,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-18,ABSENT,,2026-08-18 13:00:00
1a2f2651-e162-48ba-8685-7485728927bf,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-22,PRESENT,,2026-08-22 11:00:00
42c4f51c-a654-435f-9f28-6db356b1bbac,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-08-27,PRESENT,,2026-08-27 16:00:00
b0ee0dd7-de84-4924-b690-9eae1bc3ace8,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-09-08,PRESENT,,2026-09-08 16:00:00
e47ba2c8-e18a-4ada-bc46-c2b9e4a5ab87,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-09-11,ABSENT,,2026-09-11 11:00:00
47c87114-93b2-4cbf-98ab-4b263a81b2ef,da472f50-df56-8741-ee6c-a928e71e0e00,aea15467-f034-51f8-bc1b-18594762d5ce,2026-09-12,PRESENT,,2026-09-12 11:00:00
c05d390a-3bbb-43fe-9efe-538acce4b855,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-01,ABSENT,,2026-08-01 14:00:00
69bc17b3-8eb9-4cb8-8265-80754b9dde1a,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-17,PRESENT,,2026-08-17 11:00:00
3ce4ae13-7791-401c-9345-58b8eb951cec,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-19,ABSENT,,2026-08-19 09:00:00
75c24620-048a-47d6-9a28-a50dcf691793,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-20,PRESENT,,2026-08-20 16:00:00
7870aada-8ccc-40f2-966b-4c3e3e0c66e3,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-21,PRESENT,,2026-08-21 12:00:00
fdfe1b6b-2cbe-4cb4-b746-950724045695,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-28,PRESENT,,2026-08-28 10:00:00
84917676-7cdf-44ec-97f4-fc2844981f97,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-09-01,PRESENT,,2026-09-01 16:00:00
5b0716e6-3299-4d75-935b-d791ac7d1b82,802636bb-bb4a-ae69-47dd-8bc0f6e343b3,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-09-10,PRESENT,,2026-09-10 13:00:00
1ed59d44-51fe-4411-8965-17852ff594be,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-08-02,PRESENT,,2026-08-02 15:00:00
cde37399-3469-404d-b4a9-f0e537f4cc1a,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-08-18,PRESENT,,2026-08-18 13:00:00
83b0a5aa-8c5a-4f8a-b709-dedcf3dce4f2,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-08-19,PRESENT,,2026-08-19 09:00:00
df98fb39-2e6f-4ce7-b4a5-d564fc7f3fe4,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-09-05,PRESENT,,2026-09-05 12:00:00
4e1ccd2c-bd13-43eb-951b-b08e8ff0b478,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-09-06,ABSENT,,2026-09-06 13:00:00
d83f765f-8db0-4f93-b882-5cae7a5a31f9,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-09-11,PRESENT,,2026-09-11 11:00:00
e6805601-9597-4e85-8c4b-3b48a2bd4774,f36f0e0e-27fd-6af6-3ad0-5c8f987feb6a,d800e811-1ab0-565d-8548-728e67072757,2026-09-12,PRESENT,,2026-09-12 11:00:00
d54e329c-d2f0-41b3-b7f4-05c0db294e37,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-07-22,ABSENT,,2026-07-22 11:00:00
07643f6b-97c2-4012-b0d7-f13db690d97a,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-07-30,PRESENT,,2026-07-30 15:00:00
91bba23d-a14b-46a7-8f9f-417a6738085c,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-07-31,PRESENT,,2026-07-31 12:00:00
8e42d844-9fb2-4629-83ab-56cb35df7720,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-05,ABSENT,,2026-08-05 09:00:00
a25cb1ba-12d9-4695-8024-feb65a75ab5b,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-21,PRESENT,,2026-08-21 12:00:00
2b08a0bd-db0d-49e7-bf23-a0be00a57f9b,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-22,PRESENT,,2026-08-22 11:00:00
f82d3c8b-6cda-4de1-a448-bf0d11ab2c5b,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-30,PRESENT,,2026-08-30 14:00:00
004339b2-2111-4e4d-885e-6e40e9a2dda3,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-09-01,ABSENT,,2026-09-01 16:00:00
248d65f9-2993-443a-b4d8-db06ecc387a0,bd9fa300-173b-37e9-65da-2393dfdb94ba,096bae8a-b448-52a4-b11b-94f573db47d7,2026-09-10,PRESENT,,2026-09-10 13:00:00
98c3b3ba-56c9-41d1-a992-36ffaac907f2,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-07-23,PRESENT,,2026-07-23 14:00:00
2e0989a1-8818-46f1-8d49-dd5cff48de08,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-07-26,ABSENT,,2026-07-26 12:00:00
2706b8f3-16db-4766-b43a-95e5a2679cce,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-07-30,PRESENT,,2026-07-30 15:00:00
ec6289de-780c-44ca-b63b-a44f28e914f9,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-07-31,PRESENT,,2026-07-31 12:00:00
1fb18b51-a3a0-47d5-98ea-c48ec586ae51,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-04,PRESENT,,2026-08-04 11:00:00
b62c51f6-dd80-4e96-ab61-d69cde8b3b38,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-15,PRESENT,,2026-08-15 13:00:00
7dae5222-02e6-4ee1-82d4-9d416688d26c,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-19,ABSENT,,2026-08-19 09:00:00
7111ea35-4960-43aa-88a3-8680385d6146,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-23,PRESENT,,2026-08-23 14:00:00
8bbe8d85-f01e-4e91-a884-3b280bac1035,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-27,PRESENT,,2026-08-27 16:00:00
80716c9a-b42b-4c1e-863a-a9c43677e013,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-08-28,PRESENT,,2026-08-28 10:00:00
db73422a-4f40-4b6b-bef5-dfc11b3e9210,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-09-05,PRESENT,,2026-09-05 12:00:00
44f6cc80-e001-421a-a4e7-d033c1dcf317,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-09-11,PRESENT,,2026-09-11 11:00:00
3ccd3bdf-48c1-4664-9424-6277bca8ff16,26f2b40c-9e85-b17a-6d44-e983f854e5ee,fe5c93f6-e5a4-508d-aa3d-61d3961e79b6,2026-09-12,PRESENT,,2026-09-12 11:00:00
b6cabdb8-62cf-45b6-b5e6-ed77fec86f15,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-07-22,PRESENT,,2026-07-22 11:00:00
9af1cbdf-cd6b-4b4f-87a3-6018ae8ef19f,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-07-26,PRESENT,,2026-07-26 12:00:00
ec51f67b-8dc8-471a-9a36-ebd27519d4d7,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-07-29,EXCUSED,,2026-07-29 16:00:00
1d747054-e1ec-413a-9e21-21dab81549ec,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-10,PRESENT,,2026-08-10 10:00:00
281ad530-3a0d-4566-b688-c34e404dd040,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-14,PRESENT,,2026-08-14 16:00:00
716108a5-73b2-46d7-a885-87c83f661388,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-15,ABSENT,,2026-08-15 13:00:00
8479b1f9-4689-428b-bad8-aea55f6c0e25,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-17,PRESENT,,2026-08-17 11:00:00
1ff18999-36e8-414e-b0bc-59ad64134ed4,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-20,ABSENT,,2026-08-20 16:00:00
a157a9ac-ef21-4893-9361-a904ac01cf31,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-24,PRESENT,,2026-08-24 11:00:00
d156c16c-a813-4203-ad0b-025555d72664,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-08-30,ABSENT,,2026-08-30 14:00:00
e6c18da7-dcd9-429b-bf88-eac90f7b7934,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-09-05,PRESENT,,2026-09-05 12:00:00
4e121351-ecd8-42b3-82f8-e02e6b906a91,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-09-06,PRESENT,,2026-09-06 13:00:00
e95a7228-5685-4d9a-bbec-8855016840b9,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-09-10,ABSENT,,2026-09-10 13:00:00
0c3d9a49-8998-4c3a-9896-7f1cc0343110,42aee194-8ed7-6d04-f795-93f266131168,d0409be6-f753-5863-8426-94a84553a16e,2026-09-11,PRESENT,,2026-09-11 11:00:00
8dc633f4-285d-4ebb-a994-f69c540f530f,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-20,PRESENT,,2026-07-20 09:00:00
108c554a-8cfe-4bfa-9a03-e30ceaaf282b,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-25,PRESENT,,2026-07-25 13:00:00
c673fa0d-c970-454e-be5a-9cc393f642c0,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-27,PRESENT,,2026-07-27 13:00:00
0524f0b9-2829-4b0e-835b-ddf461aee47f,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-30,PRESENT,,2026-07-30 15:00:00
6f7ee8f2-444a-4eff-a7fd-fc106abf5fff,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-05,EXCUSED,Medical leave,2026-08-05 09:00:00
9490c3e6-72a7-48dd-aa1c-532b2c572f6f,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-07,PRESENT,,2026-08-07 11:00:00
61f453a0-9706-4c5f-9115-a120c8d991e2,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-08,PRESENT,,2026-08-08 11:00:00
9f000d62-c037-4dc5-a420-3679620d4925,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-14,ABSENT,,2026-08-14 16:00:00
a9da694e-6709-4a57-9070-4e28911ca73a,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-18,PRESENT,,2026-08-18 13:00:00
24023031-363b-47ec-9b29-78272c11d69a,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-20,PRESENT,,2026-08-20 16:00:00
dab85d2c-fee8-484b-9046-2ae2286ddb2f,a328ad53-1ad0-feea-967b-711d46681477,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-31,PRESENT,,2026-08-31 09:00:00
8a324411-d554-424a-b3db-40ea71ef534f,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-07-27,PRESENT,,2026-07-27 13:00:00
6ff17fa5-47dc-4d2b-bd73-8775714941d2,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-07-31,PRESENT,,2026-07-31 12:00:00
87677eb8-ac1d-4d17-ae4d-145025751086,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-13,EXCUSED,,2026-08-13 12:00:00
3dcecffd-7e05-489c-8981-fd7e72afc050,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-18,ABSENT,,2026-08-18 13:00:00
ed264ad5-654d-45a9-ac45-a26b9713f1d8,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-08-24,PRESENT,,2026-08-24 11:00:00
4faf8283-4048-4983-8885-79488dcb8162,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-09-07,PRESENT,,2026-09-07 10:00:00
01f03b69-ead3-4af1-85b8-b509b9beba0b,ed93ce3e-f151-d011-54ab-3717bc05a862,096bae8a-b448-52a4-b11b-94f573db47d7,2026-09-09,PRESENT,,2026-09-09 10:00:00
c1730530-3b37-4eb6-a8a9-e231cfead966,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-07-22,PRESENT,,2026-07-22 11:00:00
ecc766d8-288d-4816-a034-5ad0cbdd40c0,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-01,PRESENT,,2026-08-01 14:00:00
b824e91a-28a4-4cdb-af77-78fada53aebb,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-02,PRESENT,,2026-08-02 15:00:00
98dc2056-4ea9-483e-b51d-37a1ca847a38,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-04,PRESENT,,2026-08-04 11:00:00
a723fd71-1583-4931-94aa-6ec358ac7c4b,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-06,PRESENT,,2026-08-06 14:00:00
e3d8acc7-7b3a-4842-9e0b-8746c01f5f10,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-08,PRESENT,,2026-08-08 11:00:00
3f66f97f-1826-4843-b1da-16a6ee28126e,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-11,PRESENT,,2026-08-11 16:00:00
f3637ef0-8680-4160-bf62-4558d28bff39,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-14,PRESENT,,2026-08-14 16:00:00
8fb1a16e-0dfd-4fc2-9d36-f4776f88b334,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-15,PRESENT,,2026-08-15 13:00:00
c0a287e0-732e-42c1-8d87-3d248e94c05d,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-21,PRESENT,,2026-08-21 12:00:00
11c217d1-94d5-469b-a739-e514f38aaaff,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-26,PRESENT,,2026-08-26 15:00:00
42ced357-fadb-4ddc-a210-0cd655293e52,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-08-29,EXCUSED,,2026-08-29 13:00:00
4e00ce9e-e582-4b58-abd6-8e7933d28043,e7ef804a-b84e-dc83-4094-0fd4727b8488,e22bf2b6-38c3-5617-9c4a-0acd181581d6,2026-09-10,PRESENT,,2026-09-10 13:00:00
7ff091e9-f1e6-4325-9f30-814e07b8b958,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-22,PRESENT,,2026-07-22 11:00:00
ce64db36-b69a-4df2-ae65-fdc2dd6e87ef,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-27,PRESENT,,2026-07-27 13:00:00
83115b08-f7ea-49c1-a2b5-90b16a21320f,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-07-28,PRESENT,,2026-07-28 16:00:00
ca77652b-a71e-49ae-8df7-8838577a68be,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-01,PRESENT,,2026-08-01 14:00:00
bc7efe01-1f72-4a0c-be64-018e14068a66,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-02,ABSENT,,2026-08-02 15:00:00
f1c3a18a-4efd-4e48-a7cc-b8133c32632e,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-06,PRESENT,,2026-08-06 14:00:00
817b1828-1fa7-4ae7-8fea-8282df491234,cd9f735f-837a-836a-1f90-89f0f5c888ca,3a618d80-06ca-5715-898b-c91424935f9c,2026-08-16,PRESENT,,2026-08-16 14:00:00
